compound,nib,quine,vir,similarity,meansim,nas
MLS003329222,0.4046,0.3815,NA,-0.5676,0.39305,1
KUC103884,0.4045,NA,0.3739,-0.6179,0.3892,1
Hoechst 33258,0.4045,0.5788,NA,-0.5451,0.49165000000000003,1
Pterostilbene,0.4045,0.6586,0.412,-0.5046,0.49169999999999997,0
SCHEMBL14177979,0.4044,0.4967,0.4843,-0.5066,0.4618,0
"Ingenol 3,20-dibenzoate",0.4044,0.3649,0.4976,-0.4997,0.4223,0
Phorbol 12-myristate-13-acetate,0.404,0.4828,NA,-0.4838,0.4434,1
BMS-345541,0.4037,0.8527,0.5547,-0.6144,0.6037,0
BRD-K65148580,0.4036,0.5762,NA,-0.477,0.4899,1
25-Hydroxycholecalciferol,0.4035,0.4884,NA,-0.6988,0.44595,1
Ganaxolone,0.4034,0.5542,0.4557,-0.523,0.4711,0
Ipatasertib,0.4032,0.496,0.457,-0.4779,0.45206666666666667,0
CHEMBL1515144,0.4032,0.6549,0.3386,-0.6028,0.4655666666666667,0
Oligomycin A,0.403,0.3704,0.4934,-0.481,0.4222666666666667,0
Leflunomide,0.403,0.4474,0.3716,-0.4825,0.4073333333333333,0
MLS002264454,0.4028,0.3236,0.3247,-0.5352,0.35036666666666666,0
Tranylcypromine,0.4024,0.6552,0.3641,-0.6836,0.4739,0
MLS003337112,0.4023,NA,0.4245,-0.7821,0.4134,1
sorafenib,0.4022,0.5136,0.4146,-0.5444,0.4434666666666667,0
Lomitapide,0.4022,0.3942,NA,-0.5124,0.3982,1
CX-5461,0.4022,0.7512,0.4036,-0.5637,0.519,0
NCGC00172397-01,0.402,0.3285,NA,-0.5095,0.36525,1
CHEMBL323994,0.4019,0.3623,0.3691,-0.55,0.37776666666666664,0
Amonafide,0.4014,0.3527,0.3473,-0.7443,0.3671333333333333,0
Equilin,0.4014,0.4272,NA,-0.6419,0.4143,1
BRD-K43838150,0.4006,0.4553,NA,-0.7368,0.42795,1
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",0.4005,0.6908,0.4513,-0.6023,0.5142,0
SA-1973507,0.4001,0.3961,NA,-0.5898,0.3981,1
KUC111774N,0.4,0.4016,0.4064,-0.4831,0.4026666666666667,0
MLS001116157,0.3997,0.413,0.3486,-0.6466,0.3871,0
BRD-K78014537,0.3996,NA,0.4132,-0.668,0.4064,1
UB-165,0.3995,0.4383,NA,-0.8652,0.41890000000000005,1
Phenformin,0.3994,0.612,0.4226,-0.5007,0.478,0
3-(4-Pyridyl)indole,0.3993,0.6621,0.5427,-0.6055,0.5347,0
MLS002473918,0.3992,NA,0.5503,-0.6123,0.47475,1
UNC 669,0.3992,0.6222,0.4617,-0.5201,0.4943666666666667,0
Bufalin,0.3989,0.3767,0.4469,-0.4918,0.4075,0
ETOPOSIDE,0.3987,0.6765,0.3636,-0.5351,0.47959999999999997,0
ICG-001,0.3987,0.3712,0.3629,-0.617,0.3776,0
Terreic-acid,0.3985,0.3921,0.4344,-0.5328,0.4083333333333333,0
Fenbendazole,0.3984,0.4522,NA,-0.5506,0.4253,1
Istaroxime (hydrochloride),0.3983,0.5595,0.6065,-0.5869,0.5214333333333333,0
Pyrimethamine,0.3983,0.5732,0.4379,-0.4846,0.4698,0
ST001903,0.3981,0.3325,NA,-0.6676,0.3653,1
Cabazitaxel,0.3981,0.7161,NA,-0.4919,0.5570999999999999,1
BRD-K95545045,0.3978,0.3551,NA,-0.6592,0.37645,1
TWS 119,0.3978,0.5524,0.4531,-0.4995,0.46776666666666666,0
Flufenamic acid,0.3976,0.422,0.36870000000000003,-0.6286,0.3961,0
Ethylbeta-carboline-3-carboxylate,0.3976,0.3631,0.3706,-0.718,0.3771,0
Diflunisal,0.3975,0.3792,0.4396,-0.7413,0.4054333333333333,0
Clobenpropit,0.3972,0.3542,0.4514,-0.5303,0.40093333333333336,0
TAK-715,0.3971,0.6929,0.5548,-0.6081,0.5482666666666667,0
AT-7519,0.397,0.8718,0.4392,-0.4777,0.5693333333333334,0
Ivermectin,0.3968,0.5101,0.4502,-0.4855,0.45236666666666664,0
CHEMBL2133926,0.3965,0.4149,NA,-0.5055,0.4057,1
Bifemelane,0.3963,0.3383,NA,-0.6217,0.36729999999999996,1
BRD-K16714380,0.3962,NA,0.3448,-0.6117,0.3705,1
BRD-K99756483,0.3961,0.4478,NA,-0.5233,0.42195,1
MLS-0315803.0001,0.396,NA,0.3692,-0.621,0.3826,1
PIMAGEDINE HYDROCHLORIDE,0.396,0.5071,0.3548,-0.8032,0.4193,0
SCHEMBL3954849,0.3957,0.623,0.4807,-0.4781,0.4998,0
UNC-0321,0.3956,0.3577,0.4061,-0.6358,0.3864666666666667,0
Tyrphostin AG 825,0.3952,NA,0.351,-0.7646,0.3731,1
SMR000127896,0.3948,0.382,0.4008,-0.6496,0.39253333333333335,0
GSK-2334470,0.3948,0.5004,0.4424,-0.4926,0.44586666666666663,0
Epirubicin HCl,0.3948,0.4767,0.4154,-0.5207,0.42896666666666666,0
Ibudilast,0.3947,0.3413,0.392,-0.6966,0.376,0
Quinidine,0.3944,0.336,0.6352,-0.6161,0.4552,0
TORIN1,0.3942,0.5982,0.4007,-0.4853,0.46436666666666665,0
CHEMBL2356537,0.3939,NA,0.3285,-0.5137,0.36119999999999997,1
Bardoxolone Methyl,0.3937,0.4893,0.3221,-0.4916,0.4017,0
GW305074X,0.3936,0.3975,NA,-0.6418,0.39555,1
OSI-027,0.3936,0.3946,0.3537,-0.4968,0.3806333333333333,0
"Triazolothiadiazine, 23",0.3935,NA,0.4743,-0.4921,0.4339,1
EI-346-ERLOTINIB-ANALOG,0.393,0.5917,NA,-0.4987,0.49235,1
BECLOMETHASONE DIPROPIONATE,0.3928,0.5521,0.3895,-0.5068,0.44480000000000003,0
Solifenacin succinate,0.3928,0.4078,NA,-0.7101,0.4003,1
Brompheniramine,0.3928,0.3645,0.3356,-0.6071,0.3643,0
SA-1920687,0.3927,NA,0.3233,-0.6415,0.358,1
R547,0.3926,0.3872,0.3283,-0.4908,0.3693666666666667,0
MLS001065904,0.3925,NA,0.3447,-0.4963,0.36860000000000004,1
PF-04217903,0.3925,0.6715,0.4205,-0.504,0.49483333333333335,0
Irsogladine,0.3923,NA,0.3599,-0.7549,0.3761,1
Dictamnine,0.3919,0.513,0.3672,-0.572,0.4240333333333334,0
AO-081/42496550,0.3914,0.4342,NA,-0.7815,0.4128,1
"3,7-Bis(dimethylamino)phenothiazin-5-ium",0.3912,0.5335,0.627,-0.477,0.5172333333333333,0
SMR000651449,0.3909,0.3571,0.5409,-0.6036,0.42963333333333337,0
BRD-K22937431,0.3907,NA,0.5078,-0.5181,0.44925000000000004,1
Lestaurtinib,0.3904,0.3706,0.444,-0.714,0.40166666666666667,0
SMR000217164,0.3904,0.4875,NA,-0.5145,0.43895,1
Isradipine,0.3901,0.4941,NA,-0.6548,0.4421,1
GW441756X,0.3899,0.5257,NA,-0.4769,0.4578,1
BRD-K68906258,0.3898,0.3544,NA,-0.5612,0.3721,1
ST072947,0.3898,0.4775,NA,-0.6248,0.43365,1
MLS003130364,0.3895,0.4396,NA,-0.5549,0.41455,1
Trovafloxacin mesylate,0.3891,0.4478,0.3922,-0.6252,0.4097,0
Oxibendazole,0.3891,0.4256,NA,-0.8007,0.40735,1
KI8751,0.3891,0.4026,0.3733,-0.5277,0.38833333333333336,0
SCHEMBL10028379,0.389,0.325,NA,-0.6336,0.357,1
Gossypol,0.3889,NA,0.4643,-0.6222,0.4266,1
MLS002264466,0.3887,0.5144,0.3655,-0.6982,0.42286666666666667,0
Triptorelin,0.3886,0.5705,NA,-0.6557,0.47955000000000003,1
Zosuquidar,0.3885,0.7144,0.3843,-0.5069,0.49573333333333336,0
Chloroquine,0.3883,0.7407,0.4436,-0.4991,0.5242,0
PK-11195,0.388,0.6451,0.479,-0.5696,0.5040333333333333,0
Dichlorphenamide,0.3879,0.3539,0.3606,-0.7291,0.36746666666666666,0
BRD-A41986761,0.3878,0.3946,0.3587,-0.5484,0.3803666666666667,0
ASN 05257430,0.3877,0.4326,0.5017,-0.6498,0.44066666666666665,0
Avrainvillamide-analog-6,0.3877,0.4327,NA,-0.6077,0.4102,1
Dexfenfluramine,0.3877,NA,0.4754,-0.6163,0.43155,1
Totaralolal,0.3876,0.5092,NA,-0.6518,0.4484,1
4-Ethoxy-n-[3-(phenylamino)quinoxalin-2-yl]benzenesulfonamide,0.3874,0.3829,NA,-0.6783,0.38515,1
LY2874455,0.3874,0.4473,0.4834,-0.5404,0.4393666666666667,0
Nimodipine,0.3872,0.525,0.3318,-0.6135,0.4146666666666667,0
7-Nitroindazole,0.3872,0.3319,0.5069,-0.5016,0.4086666666666667,0
MLS003672589,0.3872,0.6149,0.3597,-0.6282,0.45393333333333336,0
SPECTRUM_001522,0.387,0.4913,0.3848,-0.759,0.4210333333333333,0
Tivozanib,0.3867,0.7022,0.4133,-0.49370000000000003,0.5007333333333334,0
175203-39-1,0.3866,0.459,NA,-0.6518,0.4228,1
CLONAZEPAM,0.3865,0.5938,0.338,-0.5224,0.43943333333333334,0
HG-9-91-01,0.3865,0.5787,0.4055,-0.5645,0.45690000000000003,0
Ethacrynic acid,0.3864,0.4146,0.4837,-0.5171,0.42823333333333335,0
"Tropanyl-3,5-dimethylbenzoate",0.3863,NA,0.3341,-0.8509,0.36019999999999996,1
Pazopanib,0.3862,0.613,0.4398,-0.5472,0.4796666666666667,0
SR 33805 oxalate,0.3857,0.4745,NA,-0.6158,0.4301,1
AC1LDAF7,0.3853,0.4308,NA,-0.5179,0.40805,1
Novobiocin,0.385,0.3329,0.4037,-0.4776,0.3738666666666667,0
CHEMBL489621,0.3848,NA,0.3485,-0.607,0.36665,1
SCHEMBL3958507,0.3847,0.5302,0.3995,-0.4808,0.4381333333333333,0
Adapalene,0.3842,0.5505,0.3978,-0.478,0.44416666666666665,0
AO-081/15245014,0.3842,0.4916,0.4043,-0.6089,0.42669999999999997,0
MLS-0311344.0001,0.3838,0.3485,0.3982,-0.5042,0.3768333333333333,0
Refametinib,0.3834,0.4438,NA,-0.6097,0.41359999999999997,1
CDK9 Inhibitor,0.3833,0.5058,0.4079,-0.4968,0.43233333333333335,0
"1-(1,3-Benzodioxol-5-ylcarbonyl)piperidine",0.383,0.3743,0.3777,-0.4931,0.37833333333333335,0
SCH-79797,0.383,0.4294,0.6117,-0.5435,0.4747,0
SCHEMBL16226068,0.3829,0.513,NA,-0.4855,0.44795,1
Fludarabine,0.3828,0.4845,0.4608,-0.7505,0.4427,0
BRD-K18350116,0.3828,0.4575,NA,-0.7773,0.42015,1
SCHEMBL16980377,0.3827,0.6264,NA,-0.4747,0.5045499999999999,1
EMF-SUMO1-39,0.3824,0.4626,NA,-0.487,0.4225,1
MLS000778276,0.3824,NA,0.3239,-0.5759,0.35315,1
OM137,0.3823,0.3664,0.3529,-0.7093,0.36719999999999997,0
Metaraminol,0.3821,NA,0.3263,-0.8578,0.35419999999999996,1
Coleoforsin,0.382,0.556,NA,-0.5458,0.46900000000000003,1
Calcitriol,0.382,0.7517,0.4991,-0.6212,0.5442666666666667,0
AC1LFTYS,0.3818,NA,0.3384,-0.7684,0.3601,1
SMR000031368,0.3817,0.6649,0.3766,-0.742,0.4744,0
SPOX1_002925,0.3816,0.5559,0.4395,-0.6405,0.45899999999999996,0
AC1NUE3V,0.3815,0.4491,NA,-0.49,0.4153,1
Donitriptan hydrochloride,0.3813,0.5955,0.3549,-0.5297,0.4439,0
Mesalamine,0.3811,NA,0.367,-0.9043,0.37405,1
Skiii,0.3811,0.5887,0.417,-0.4812,0.46226666666666666,0
Mirin,0.3811,0.5654,0.3451,-0.7271,0.4305333333333333,0
AC1NXRFO,0.381,0.4629,0.3414,-0.5176,0.3951,0
Fenretinide,0.3804,0.4477,0.329,-0.4794,0.3857,0
BRD-K44916273,0.3801,0.3465,NA,-0.6645,0.36329999999999996,1
Nilotinib,0.38,0.5954,0.44,-0.4812,0.4718,0
AC1NAL7D,0.38,0.4047,NA,-0.7197,0.39235,1
JW-7-24-1,0.38,0.3916,NA,-0.5132,0.38580000000000003,1
Rucaparib,0.3799,0.3765,0.6022,-0.6079,0.45286666666666664,0
T6129388,0.3798,0.4759,NA,-0.5223,0.42785,1
MLS002703117,0.3798,0.3631,NA,-0.6448,0.37145,1
Ziprasidone,0.3798,0.3531,0.3786,-0.4818,0.3705,0
Nafronyl,0.3796,0.4697,0.4325,-0.5351,0.4272666666666667,0
BRD-K59488055,0.3795,0.5027,NA,-0.6972,0.44110000000000005,1
noscapine,0.3795,0.569,0.3603,-0.593,0.43626666666666664,0
Desoxycorticosterone,0.379,0.3259,NA,-0.4904,0.35245000000000004,1
SCHEMBL10583556,0.3788,0.3612,0.3578,-0.5937,0.36593333333333333,0
Phenoxybenzamine,0.3788,0.4424,NA,-0.7771,0.4106,1
CHEMBL3184446,0.3785,0.4567,0.3413,-0.8565,0.39216666666666666,0
Flumethasone,0.3784,0.421,0.3297,-0.613,0.3763666666666667,0
Pomalidomide,0.3784,0.6312,NA,-0.4773,0.5048,1
GSK-1904529A,0.3783,0.5346,0.5488,-0.6079,0.4872333333333333,0
KF 38789,0.3783,0.517,NA,-0.5111,0.44765,1
Amlexanox,0.3781,0.5128,0.5599,-0.5714,0.4836,0
1228746-78-8,0.378,0.6283,NA,-0.5905,0.50315,1
ASC-J9,0.3779,0.3837,NA,-0.546,0.3808,1
SU-4312,0.3779,NA,0.3563,-0.7396,0.3671,1
TUL_XIX002,0.3778,0.4894,0.4899,-0.6118,0.4523666666666667,0
BRD-K07426711,0.3777,NA,0.3362,-0.6895,0.35695,1
CHEMBL2359886,0.3776,0.5334,NA,-0.479,0.4555,1
SB-216763,0.3776,0.635,0.5087,-0.4755,0.5071,0
"N-(3-Fluoro-4-((7-methoxyquinolin-4-yl)oxy)phenyl)-1-(2-hydroxy-2-methylpropyl)-5-methyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxamide",0.3776,0.6288,0.5513,-0.4934,0.5192333333333333,0
Entecavir,0.3774,0.5116,0.3474,-0.6297,0.41213333333333335,0
AC1NWAPU,0.3774,0.4208,0.4152,-0.7075,0.4044666666666667,0
NCGC00012588,0.3773,0.41,NA,-0.5339,0.39365,1
Andarine,0.3773,0.58,0.3823,-0.6117,0.44653333333333334,0
Indigo Red,0.3771,0.4119,0.4669,-0.5094,0.4186333333333333,0
SDZ-201106,0.3771,NA,0.3214,-0.6938,0.34925,1
BRD-K02952507,0.3771,0.3551,NA,-0.5182,0.3661,1
Latanoprost,0.3771,0.6582,0.3244,-0.4746,0.4532333333333333,0
CHEMBL2131454,0.377,NA,0.3263,-0.6499,0.35165,1
galantamine,0.377,0.5206,0.3854,-0.4906,0.42766666666666664,0
TGX-115,0.3768,0.5178,NA,-0.4778,0.44730000000000003,1
BRD-K58746048-001-01-6,0.3768,NA,0.4706,-0.8206,0.4237,1
SA-441145,0.3766,NA,0.3502,-0.7084,0.3634,1
Vitinoin,0.3765,0.5131,0.3594,-0.6655,0.41633333333333333,0
Benperidol,0.3764,0.439,NA,-0.8187,0.4077,1
Estriol,0.3763,0.4732,0.4088,-0.6465,0.4194333333333333,0
F1061-0166,0.376,0.4381,0.3495,-0.639,0.38786666666666664,0
CHEMBL2358392,0.376,0.4069,NA,-0.5488,0.39144999999999996,1
BRD-K75368232,0.3759,0.435,NA,-0.5077,0.40545,1
"N,N-Dimethyl-n'-{5-[(2-methyl-4-quinolyl)thio]-1,3,4-thiadiazol-2-yl}iminoformamide",0.3758,0.3544,0.3609,-0.4946,0.3637,0
Vanoxerine,0.3756,0.4216,0.4532,-0.4782,0.4168,0
Trapidil,0.3756,0.5704,0.452,-0.5568,0.466,0
BRD-K45627302,0.3754,0.4668,NA,-0.5926,0.42110000000000003,1
BRD-K78528600,0.3753,NA,0.4337,-0.7235,0.40449999999999997,1
CHEMBL1374544,0.3753,0.3628,0.4713,-0.6597,0.40313333333333334,0
Sertindole,0.3751,0.3773,0.426,-0.4907,0.3928,0
JW 55,0.375,0.534,0.4693,-0.6084,0.45943333333333336,0
Cromakalim,0.3748,0.8182,0.4503,-0.7316,0.5477666666666667,0
Cyclosporin A,0.3748,0.4295,NA,-0.476,0.40215,1
VER 155008,0.3741,0.6415,NA,-0.6181,0.5078,1
Cilostamide,0.3741,0.4232,0.3496,-0.4742,0.38230000000000003,0
T5578409,0.3738,0.3851,NA,-0.4748,0.37945,1
Aloisine,0.3737,0.3761,0.4356,-0.6923,0.39513333333333334,0
AC1N08ZR,0.3735,0.4911,NA,-0.6103,0.4323,1
BRD-A07407288,0.3734,0.4313,0.4018,-0.4776,0.4021666666666667,0
Iobenguane,0.3733,NA,0.3945,-0.6406,0.3839,1
396129-53-6,0.3733,0.3972,NA,-0.627,0.38525,1
Plinabulin,0.3731,0.3505,0.3459,-0.5284,0.3565,0
Ruxolitinib,0.3731,0.568,0.5197,-0.4908,0.48693333333333333,0
"5,6-Dichlorobenzimidazole riboside",0.3731,NA,0.453,-0.6136,0.41305000000000003,1
CCT 018159,0.3729,0.7014,NA,-0.6443,0.53715,1
BRD-K63827443,0.3726,NA,0.3866,-0.5338,0.3796,1
ZINC01050121,0.3722,0.5339,0.4788,-0.5075,0.46163333333333334,0
NSC 663284,0.3721,0.3549,0.4068,-0.4912,0.37793333333333334,0
936890-98-1,0.3717,0.5407,0.37,-0.4939,0.42746666666666666,0
MLS002264445,0.3716,0.348,0.3225,-0.6207,0.34736666666666666,0
MLS003337114,0.3716,NA,0.3593,-0.5183,0.36545,1
CHEMBL2355034,0.3716,0.452,NA,-0.5072,0.4118,1
Sappanone A Trimethyl Ether,0.3715,0.3879,0.4143,-0.6038,0.3912333333333333,0
R-7128,0.3715,0.6025,0.3964,-0.4964,0.4568,0
SMR000857102,0.3714,0.509,NA,-0.7094,0.44020000000000004,1
Purvalanola,0.3713,0.4646,NA,-0.4782,0.41795000000000004,1
SCH-58261,0.3712,0.454,0.3322,-0.6635,0.3858,0
RG 13022,0.3712,0.4789,0.3863,-0.6996,0.4121333333333333,0
U 0126,0.3711,0.6814,0.4636,-0.6428,0.5053666666666666,0
Ganciclovir,0.3711,NA,0.3822,-0.6973,0.37665,1
Spiperone,0.371,0.4255,0.3235,-0.4935,0.37333333333333335,0
ST50050407,0.371,0.4088,NA,-0.6911,0.3899,1
MLS000038113,0.3709,0.4919,0.3966,-0.505,0.4198,0
HG-6-64-01,0.3707,0.4744,0.3238,-0.6179,0.38963333333333333,0
LY2157299,0.3704,0.591,0.3636,-0.7874,0.44166666666666665,0
ST056354,0.3704,0.4784,0.407,-0.4811,0.41859999999999997,0
SMR000151874,0.3703,0.3492,NA,-0.5174,0.35975,1
Cucurbitacin-I,0.3702,0.4817,0.4415,-0.4891,0.4311333333333333,0
Ambrisentan,0.37,0.3538,NA,-0.6197,0.3619,1
Syrosingopine,0.3699,0.3336,0.3294,-0.6989,0.3443,0
Alitretinoin,0.3697,0.3641,0.3952,-0.6561,0.3763333333333333,0
Tetrahydrouridine,0.3696,0.4233,NA,-0.4978,0.39644999999999997,1
Fenofibrate,0.3694,0.3418,NA,-0.7697,0.3556,1
MLS003429133,0.3694,0.5053,NA,-0.5022,0.43735,1
Linsitinib,0.3692,0.5129,0.3519,-0.4895,0.41133333333333333,0
BRD-K52577250,0.3692,0.3737,0.4037,-0.6645,0.3822,0
GW-5074,0.3692,0.5785,0.4863,-0.5852,0.478,0
CHEMBL2130605,0.3691,0.3857,0.4352,-0.6191,0.39666666666666667,0
4449-51-8,0.3691,0.3908,NA,-0.7375,0.37995,1
TSU-68,0.3689,0.421,0.4781,-0.4985,0.4226666666666667,0
AC1O9B13,0.3689,0.5794,NA,-0.5011,0.47415,1
Auranofin,0.3688,0.4701,0.3893,-0.6191,0.4094,0
Chlorthalidone,0.36870000000000003,0.3893,0.3895,-0.7072,0.3825,0
BRD-K95786246,0.3682,0.7028,NA,-0.6201,0.5355,1
IN1345,0.3682,0.5243,NA,-0.5212,0.44625000000000004,1
Chelidonine,0.3681,0.43120000000000003,NA,-0.5527,0.39965,1
Mianserin,0.3679,0.3692,0.4029,-0.7127,0.38,0
Nemonapride,0.3678,0.7459,0.3607,-0.6642,0.49146666666666666,0
PCL2_000154,0.3677,0.4557,NA,-0.6163,0.4117,1
Tacalcitol,0.3676,0.4952,NA,-0.5116,0.4314,1
SPECTRUM_001092,0.3671,0.5804,0.3533,-0.4791,0.4336,0
Diphenyleneiodonium,0.367,0.404,0.5743,-0.519,0.44843333333333335,0
Doramapimod,0.3669,0.5549,0.3676,-0.4935,0.42979999999999996,0
MLS000033898,0.3667,0.4845,NA,-0.6155,0.4256,1
BRD-A62647958,0.3667,0.3979,0.3434,-0.743,0.36933333333333335,0
E-3810,0.3666,0.5571,NA,-0.6806,0.46185,1
79966-13-5,0.3664,0.545,0.4203,-0.4925,0.4439,0
BRD-K14475668,0.3664,0.4857,0.3478,-0.6946,0.3999666666666667,0
"Triazolothiadiazine, 22",0.3664,0.484,NA,-0.5142,0.4252,1
Taranabant,0.3662,0.5625,NA,-0.6683,0.46435000000000004,1
ANISODAMINE HYDROBROMIDE,0.3662,0.5072,NA,-0.4964,0.4367,1
SPOX1_000651,0.3662,0.4181,NA,-0.481,0.39215,1
PP 1,0.3661,0.4484,0.3866,-0.705,0.40036666666666665,0
Cycloheximide,0.366,0.6172,0.5086,-0.609,0.4972666666666667,0
Diacerein,0.3658,0.447,0.4256,-0.6666,0.4128,0
BRD-K14614387-001-01-8,0.3658,0.5456,NA,-0.7023,0.4557,1
BRD-K83816656,0.3657,NA,0.371,-0.489,0.36835,1
GSK-0660,0.3656,0.4652,NA,-0.73740000000000006,0.4154,1
SA-243276,0.3654,0.3486,NA,-0.6546,0.357,1
CHEMBL2135537,0.3653,0.3459,NA,-0.5231,0.3556,1
Avrainvillamide-analog-1,0.3651,0.4462,0.4141,-0.6145,0.40846666666666664,0
Mozavaptan,0.3651,0.3916,NA,-0.5083,0.37834999999999996,1
SCHEMBL10061624,0.3649,0.4841,NA,-0.7723,0.4245,1
CGP-37157,0.3646,0.3347,0.4522,-0.5341,0.3838333333333333,0
MLS003171619,0.3644,0.3675,NA,-0.6356,0.36595,1
Bisindolylmaleimide IX,0.3644,0.4836,NA,-0.6676,0.424,1
Idarubicin,0.3644,0.4201,NA,-0.5901,0.39225,1
Midostaurin,0.3643,0.6538,0.3476,-0.4849,0.4552333333333334,0
Clofarabine,0.3642,0.4693,0.3596,-0.4826,0.3977,0
Estradiol,0.3641,0.5321,0.4808,-0.4761,0.459,0
Terbinafine,0.364,0.4202,0.4377,-0.603,0.4073,0
GANT58,0.3639,0.3272,0.3844,-0.6805,0.3585,0
Tocainide,0.3638,NA,0.4024,-0.8621,0.3831,1
Lorglumide,0.3637,0.4615,0.4371,-0.5508,0.4207666666666667,0
SCHEMBL16980366,0.3632,0.5071,0.3366,-0.5324,0.4023,0
CHEMBL2361748,0.3632,0.3715,0.4009,-0.4781,0.37853333333333333,0
cortisone-acetate,0.363,0.5993,NA,-0.5137,0.48115,1
Proadifen,0.3629,NA,0.4487,-0.6968,0.4058,1
CHEMBL2359798,0.3629,0.3973,NA,-0.5025,0.3801,1
Phensuximide,0.3628,0.379,0.3311,-0.4944,0.35763333333333336,0
Methiazole,0.3625,0.3649,NA,-0.5256,0.3637,1
Cyclosporine,0.3623,0.5063,0.3405,-0.4802,0.40303333333333335,0
Procaine,0.3623,0.4008,0.4119,-0.5244,0.39166666666666666,0
BRD-K07666543,0.3623,0.4639,NA,-0.647,0.4131,1
ST51024947,0.3622,0.3948,NA,-0.5575,0.3785,1
BRD-K36910796,0.3621,NA,0.3253,-0.6716,0.3437,1
Nelarabine,0.3618,0.3539,0.4042,-0.6213,0.3733,0
BRD-K64304398,0.3615,0.3503,NA,-0.6761,0.3559,1
JNJ-38877605,0.3614,0.4263,0.4204,-0.6156,0.4027,0
"16,16-Dimethyl prostaglandin e2",0.3614,0.5537,0.5404,-0.5085,0.48516666666666663,0
Pinacidil,0.3613,0.5141,0.3876,-0.4883,0.421,0
9-Cis retinol,0.3612,0.4787,0.3576,-0.4828,0.39916666666666667,0
SPECTRUM3_001992,0.3612,0.4184,0.3718,-0.4881,0.38380000000000003,0
CHEMBL3187421,0.3609,0.3897,NA,-0.7747,0.37529999999999997,1
"N-(4-Hydroxyphenyl)icosa-5,8,11,14-tetraenamide",0.3608,0.4512,NA,-0.4938,0.406,1
Rutin,0.3608,0.5646,0.4005,-0.8308,0.4419666666666667,0
Ispinesib,0.3607,0.49,0.3604,-0.5046,0.4037,0
Dexamethasone 21-acetate,0.3603,0.4623,0.361,-0.6083,0.39453333333333335,0
BRD-K44410738,0.3602,NA,0.3278,-0.4886,0.344,1
REV-5901,0.3601,0.6136,NA,-0.6547,0.48685,1
Etoricoxib,0.3597,0.4633,NA,-0.8295,0.4115,1
MLS002264461,0.3596,0.5032,NA,-0.5674,0.4314,1
AC1L1IKY,0.3594,0.4382,NA,-0.5299,0.3988,1
FPA1_000311,0.3593,0.4334,0.3222,-0.7005,0.3716333333333333,0
BRD-K08293924,0.3593,0.3596,NA,-0.7546,0.35945,1
Apigenin,0.3593,0.4801,0.6122,-0.6094,0.48386666666666667,0
naftidrofuryl,0.3593,0.3832,0.3381,-0.527,0.3602,0
C29H35NO2,0.359,0.3872,NA,-0.7629,0.3731,1
2'-Deoxycytidine (hydrochloride),0.359,0.417,NA,-0.6154,0.388,1
BRD-K42573370-001-01-1,0.3589,0.3961,0.4262,-0.8432,0.3937333333333333,0
CHEMDIV1_009700,0.3588,0.3845,NA,-0.6153,0.37165000000000004,1
CHIR-265,0.3587,0.5093,0.6614,-0.5357,0.5098,0
32703-82-5,0.3587,0.7019,0.3978,-0.5828,0.4861333333333333,0
Tamibarotene,0.3585,0.4408,0.4019,-0.5027,0.4004,0
Oxfendazole,0.3584,0.5206,0.4391,-0.5091,0.4393666666666666,0
Radezolid,0.3584,0.3747,NA,-0.639,0.36655,1
BP-554,0.3582,NA,0.3405,-0.8259,0.34935000000000005,1
CHEMBL610781,0.3581,0.3635,0.3689,-0.4902,0.3635,0
AC1NSOND,0.358,0.5299,0.4368,-0.5538,0.44156666666666666,0
BRD-K19166598,0.358,0.3551,NA,-0.5235,0.35655000000000003,1
Apomorphine,0.3577,0.3222,0.3762,-0.6081,0.3520333333333333,0
Sulpiride,0.3573,0.4684,0.3866,-0.6201,0.4041,0
Carmofur,0.3573,NA,0.3709,-0.6045,0.3641,1
Deforolimus,0.3573,0.3782,NA,-0.6385,0.36775,1
DG-041,0.3569,0.596,NA,-0.4997,0.47645,1
Benzbromarone,0.3569,0.4763,0.6301,-0.4948,0.4877666666666667,0
Bupropion,0.3568,0.6677,NA,-0.4987,0.51225,1
altrenogest,0.3566,0.6448,0.3421,-0.4799,0.44783333333333336,0
BRD-K21918725,0.3564,NA,0.4364,-0.6988,0.3964,1
BRD-K72620090,0.3562,NA,0.3913,-0.5645,0.37375,1
CHEMBL1720543,0.3561,0.371,NA,-0.6961,0.36355000000000004,1
Podofilox,0.3561,0.5708,NA,-0.4926,0.46345000000000003,1
"THR1 Inhibitor, 2",0.3561,0.5481,0.3872,-0.494,0.43046666666666666,0
Talniflumate,0.356,0.5958,0.4665,-0.5602,0.47276666666666667,0
XMD15-27,0.3559,0.3441,NA,-0.6459,0.35,1
AC1O8PZP,0.3559,0.3973,NA,-0.6509,0.3766,1
ST50031908,0.3558,0.3946,NA,-0.8017,0.3752,1
BRD-K81408913,0.3557,0.4519,0.3471,-0.7223,0.3849,0
Nadolol,0.3557,0.4748,0.4319,-0.7141,0.4208,0
vicriviroc,0.3557,0.4561,NA,-0.6151,0.40590000000000004,1
