compound,azt,nib,quine,vir,similarity,meansim,nas
Prednisolone 21-hemisuccinate,NA,0.356,0.5705,0.3814,-0.702,0.43596666666666667,1
Betamethasone Acetate,NA,0.356,NA,0.4271,-0.6354,0.39154999999999995,2
Nafronyl,NA,0.3554,0.6568,0.6372,-0.5351,0.5498000000000001,1
Apoptosis Activator II,NA,0.3552,0.4789,NA,-0.5408,0.41705000000000003,2
Topotecan(Tpt),NA,0.3552,NA,0.7011,-0.8665,0.52815,2
SCHEMBL17497315,NA,0.355,NA,0.367,-0.7527,0.361,2
Sirtinol,NA,0.3545,NA,0.4297,-0.8505,0.3921,2
ML216,NA,0.3544,NA,0.4294,-0.6814,0.3919,2
N-{3-[2-(4-Methyl-pyridin-2-ylamino)-thiazol-4-yl]-phenyl}-acetamide,NA,0.3543,NA,0.4088,-0.6053,0.38155,2
"7,8-Dihydro-l-biopterin",NA,0.354,0.6198,0.4813,-0.6203,0.4850333333333333,1
12K-612S,NA,0.3538,0.6011,0.3697,-0.5981,0.44153333333333333,1
GR-79236,NA,0.3536,0.705,0.3636,-0.6628,0.47406666666666664,1
BRD-K61175124,NA,0.3534,0.5662,0.458,-0.7594,0.4592,1
Brompheniramine,NA,0.3533,0.4983,0.4797,-0.6071,0.4437666666666667,1
SPBIO_003097,NA,0.3531,0.4247,NA,-0.6618,0.3889,2
CHEMBL2354737,NA,0.3517,NA,0.4588,-0.71,0.40525,2
Apigetrin,NA,0.3514,0.7514,NA,-0.6498,0.5514,2
BRD-K19331234,NA,0.351,0.5424,NA,-0.6294,0.4467,2
BRN 1549781,NA,0.3508,NA,0.5111,-0.5361,0.43095,2
Fasudil,NA,0.3508,0.6305,0.3958,-0.6028,0.4590333333333333,1
Corvasal,NA,0.3503,0.5852,0.5172,-0.6031,0.48423333333333335,1
Quinidine Gluconate,NA,0.3502,0.5425,0.4074,-0.7731,0.4333666666666667,1
Atomoxetine,NA,0.3499,0.67,NA,-0.4749,0.50995,2
BRD-K01566563,NA,0.3497,0.5957,0.3934,-0.761,0.4462666666666667,1
CHEMBL1886242,NA,0.3496,0.6164,NA,-0.5374,0.483,2
L-733060,NA,0.349,0.4594,0.3555,-0.6899,0.3879666666666666,1
T-0156,NA,0.3481,0.6021,0.4831,-0.6792,0.4777666666666667,1
Enclomiphene,NA,0.3476,0.727,0.4801,-0.4821,0.5182333333333333,1
BRD-K54247306,NA,0.3475,0.6314,NA,-0.8571,0.48944999999999994,2
Quinelorane,NA,0.3475,0.7355,0.4632,-0.77,0.5154,1
MAYBRIDGE4_001964,NA,0.3474,0.7097,0.4099,-0.5813,0.489,1
BRD-K52184420,NA,0.3472,0.5772,0.4274,-0.6557,0.4506,1
AK-778/12434114,NA,0.3472,0.5859,0.5039,-0.93,0.479,1
Flufenamic acid,NA,0.3471,0.7335,NA,-0.6286,0.5403,2
Lithocholic acid,NA,0.3471,0.5673,0.5884,-0.7259,0.5009333333333333,1
ST51024947,NA,0.3469,0.5831,0.5101,-0.5575,0.4800333333333333,1
Tomelukast,NA,0.3467,0.6977,0.4195,-0.4802,0.48796666666666666,1
BRD-K74163137,NA,0.3467,NA,0.3823,-0.6469,0.3645,2
"D,L Carbidopa",NA,0.3467,0.6113,0.4214,-0.6359,0.4598,1
CHEMBL2361829,NA,0.3465,0.7163,0.3815,-0.6473,0.4814333333333333,1
BRD-K30226385,NA,0.3461,NA,0.5151,-0.7163,0.4306,2
BRD-K73336648,NA,0.3461,0.6759,0.3896,-0.4894,0.4705333333333333,1
SA-247508,NA,0.346,0.6,NA,-0.6184,0.473,2
JNK-IN-2,NA,0.3458,0.4888,0.7001,-0.6051,0.5115666666666666,1
BRD-K37185609,NA,0.3452,0.7046,0.4013,-0.6867,0.4837,1
BRD-K63898109,NA,0.345,0.4026,0.3474,-0.8911,0.365,1
BRD-K78559095,NA,0.3449,NA,0.6552,-0.6904,0.50005,2
BRD-K21165668,NA,0.3446,0.599,0.7217,-0.5291,0.5551,1
BI 78D3,NA,0.3445,0.6263,0.38,-0.7267,0.45026666666666665,1
Talibegron,NA,0.3443,0.6953,0.4417,-0.4762,0.4937666666666667,1
CHEMBL3186245,NA,0.3443,NA,0.5664,-0.802,0.45535000000000003,2
Honokiol,NA,0.3437,0.503,NA,-0.4869,0.42335,2
Lamivudine,NA,0.3436,0.5795,0.5296,-0.6283,0.48423333333333335,1
BRD-K99380810-001-01-1,NA,0.3435,0.5247,NA,-0.6444,0.43410000000000004,2
BRD-K34394296,NA,0.3429,0.4601,NA,-0.6068,0.40149999999999997,2
BRD-K46587586,NA,0.3429,NA,0.3874,-0.5721,0.36515,2
BRD-K24698610,NA,0.3422,0.623,0.4604,-0.7522,0.4752,1
MLS002473640,NA,0.3422,NA,0.6125,-0.5378,0.47735000000000005,2
Cyclizine,NA,0.342,0.6387,NA,-0.5251,0.49035000000000006,2
VU0365117-1,NA,0.3418,0.6611,0.503,-0.4848,0.5019666666666667,1
SU4312,NA,0.3416,NA,0.4435,-0.6699,0.39255,2
BRD-K00150267,NA,0.3415,NA,0.6442,-0.8931,0.49285,2
Ketoconazole,NA,0.341,0.702,0.5236,-0.5517,0.5222,1
SA-424380,NA,0.3409,0.5918,0.483,-0.5825,0.4719,1
SPECTRUM_000898,NA,0.3408,0.537,0.474,-0.8489,0.4506,1
NSC126859,NA,0.3407,0.6671,0.3531,-0.5302,0.45363333333333333,1
BRD-K33619512,NA,0.3401,0.5482,NA,-0.7637,0.44415000000000004,2
Arvanil,NA,0.3396,0.4994,0.5621,-0.4834,0.46703333333333336,1
BRD-K98437249,NA,0.3395,0.5475,NA,-0.7186,0.4435,2
"1-(2,6-Dichlorobenzylideneamino)guanidine",NA,0.3392,0.6961,0.4871,-0.7202,0.5074666666666667,1
CHEMBL2135537,NA,0.3392,0.5597,0.4878,-0.5231,0.46223333333333333,1
RG 13022,NA,0.3389,0.7021,0.4413,-0.6996,0.4941,1
MY 5445,NA,0.3389,0.5676,0.363,-0.654,0.42316666666666664,1
CHEMBL2152358,NA,0.3385,0.6164,0.4763,-0.6092,0.47706666666666664,1
CHEMBL3605602,NA,0.3383,0.6917,NA,-0.7052,0.515,2
N-[(4-Fluoro-3-methylphenyl)sulfonyl]glycine,NA,0.338,0.5893,NA,-0.4835,0.46365,2
NSC667463,NA,0.3379,0.5898,0.349,-0.6194,0.42556666666666665,1
SMR000127896,NA,0.3373,0.4171,NA,-0.6496,0.3772,2
Phenazopyridine,NA,0.3372,0.5344,0.4077,-0.6111,0.42643333333333333,1
BRD-A86146706,NA,0.337,0.5977,NA,-0.5354,0.46735000000000004,2
SCIO 469 hydrochloride,NA,0.337,0.4205,NA,-0.6134,0.37875000000000003,2
AC1MTJVV,NA,0.3363,0.5643,NA,-0.6092,0.45030000000000003,2
FPA1_000112,NA,0.3362,0.4026,NA,-0.6265,0.3694,2
SCHEMBL14976663,NA,0.336,NA,0.3649,-0.6984,0.35045000000000004,2
CHEMBL3400874,NA,0.3358,0.7273,0.4327,-0.5465,0.4986,1
BRD-K19198293,NA,0.3354,0.5806,NA,-0.6414,0.45799999999999996,2
BRD-K01608965,NA,0.335,NA,0.4557,-0.7169,0.39535,2
CHEMBL3185277,NA,0.335,NA,0.4008,-0.5091,0.3679,2
SMR000031475,NA,0.335,NA,0.4069,-0.6325,0.37095,2
BRD-K66295580,NA,0.3346,0.5518,NA,-0.6571,0.4432,2
BRD-K86619642,NA,0.3345,NA,0.5589,-0.7129,0.4467,2
TH02453-036-P1,NA,0.3345,0.5926,0.5674,-0.6385,0.4981666666666667,1
BRD-K82185908,NA,0.3345,0.6394,NA,-0.6396,0.48695,2
(R)-SKF-38393,NA,0.334,0.5822,NA,-0.842,0.45810000000000006,2
Tetrahydrouridine,NA,0.3339,0.6147,0.407,-0.4978,0.45186666666666664,1
Z-Pro-Prolinal,NA,0.3338,0.5838,NA,-0.754,0.4588,2
AG490,NA,0.3335,0.6346,0.4076,-0.6282,0.4585666666666667,1
BRD-K41700431,NA,0.3334,NA,0.3711,-0.4988,0.35224999999999995,2
MLS002264466,NA,0.3331,0.4856,0.3804,-0.6982,0.3997,1
Fluticasone,NA,0.3328,0.6617,0.3707,-0.7123,0.4550666666666666,1
testosterone,NA,0.3326,0.4862,0.6228,-0.4831,0.48053333333333337,1
Ethopropazine,NA,0.3326,0.5566,0.5373,-0.588,0.4755,1
HG-5-88-01,NA,0.332,0.5621,0.5072,-0.6585,0.4671,1
CHEMBL2356468,NA,0.3313,NA,0.3907,-0.6357,0.361,2
Vindesine,NA,0.3313,0.5676,0.5716,-0.501,0.49016666666666664,1
BRD-K31175437,NA,0.331,0.6298,0.4657,-0.626,0.47550000000000003,1
BRD-K42694358,NA,0.3305,0.4376,0.5934,-0.6523,0.45383333333333337,1
CHEMBL1991045,NA,0.3304,0.6492,NA,-0.6068,0.4898,2
AC1L1I54,NA,0.3302,0.7798,0.4517,-0.6279,0.5205666666666666,1
"PD-168,077",NA,0.3301,0.6115,0.4122,-0.7617,0.4512666666666667,1
Phentolamine,NA,0.33,NA,0.54990000000000006,-0.5342,0.43995000000000006,2
Doxylamine,NA,0.3298,0.7685,NA,-0.6858,0.54915,2
8-Methoxymethyl-ibmx,NA,0.3297,0.5888,NA,-0.4786,0.45925,2
Mesoridazine,NA,0.3293,0.7416,0.6105,-0.6256,0.5604666666666667,1
AC1LIQPX,NA,0.3293,0.5592,0.4334,-0.641,0.4406333333333333,1
BRD-K03113036-001-01-9,NA,0.3291,0.4032,0.4774,-0.5035,0.40323333333333333,1
88495-63-0,NA,0.3288,0.5099,0.5299,-0.6338,0.4562,1
Alexidine,NA,0.3288,NA,0.5701,-0.4957,0.44945,2
BRD-K41668190,NA,0.3286,NA,0.5399,-0.6085,0.43425,2
Tyrphostin B7,NA,0.3283,0.5393,0.4273,-0.7172,0.4316333333333333,1
CHEMBL2142684,NA,0.3276,0.659,0.4056,-0.6603,0.4640666666666667,1
MLS002473429,NA,0.3276,0.5771,NA,-0.6278,0.45235,2
BRD-K54636101,NA,0.3275,0.6331,0.3656,-0.5264,0.44206666666666666,1
MAYBRIDGE4_003236,NA,0.3273,0.6044,NA,-0.6103,0.46585,2
Iodophenpropit,NA,0.3273,NA,0.5085,-0.4962,0.41789999999999994,2
ST50764508,NA,0.3273,0.6544,0.3913,-0.611,0.45766666666666667,1
BRD-K89961851,NA,0.3273,0.5711,0.3535,-0.4944,0.4173,1
BRD-K60460488-066-01-0,NA,0.3272,0.6921,NA,-0.5927,0.50965,2
Pantoprazole,NA,0.327,0.6121,0.5905,-0.4929,0.5098666666666667,1
Ziprasidone,NA,0.3267,0.4318,0.5856,-0.4818,0.44803333333333334,1
BRD-K54822214,NA,0.3262,0.385,NA,-0.5076,0.3556,2
MLS002276498,NA,0.326,0.5677,NA,-0.7766,0.44684999999999997,2
MK-8245,NA,0.326,0.6792,0.4758,-0.7149,0.4936666666666667,1
BRD-K33928422,NA,0.3259,0.6017,NA,-0.6296,0.4638,2
Dubinidine,NA,0.3259,0.4416,NA,-0.6386,0.38375000000000004,2
BRD-K88318034,NA,0.3256,0.6517,NA,-0.5148,0.48865,2
MLS003221406,NA,0.3253,NA,0.3702,-0.6873,0.34775,2
ZINC02868881,NA,0.3252,0.6396,NA,-0.6073,0.48239999999999994,2
SA-247582,NA,0.3251,0.4372,0.3688,-0.5203,0.37703333333333333,1
BRD-K11359987,NA,0.3251,0.579,NA,-0.7815,0.45204999999999995,2
Phenformin,NA,0.325,0.6691,0.5815,-0.5007,0.5252,1
ZINC01045466,NA,0.3245,0.4484,0.6151,-0.8851,0.46266666666666667,1
CHEMBL2361748,NA,0.3244,0.4637,0.5051,-0.4781,0.43106666666666665,1
BRD-K11624501,NA,0.3244,0.6234,NA,-0.4863,0.4739,2
BRD-K34829873,NA,0.3243,0.5568,NA,-0.7598,0.44055,2
Vortioxetine (Lu AA21004) HBr,NA,0.3242,0.5087,0.4357,-0.5399,0.42286666666666667,1
nicardipine,NA,0.324,0.6462,NA,-0.7304,0.4851,2
Raltitrexed,NA,0.3238,NA,0.5561,-0.646,0.43995,2
PCL2_000101,NA,0.3238,0.7517,NA,-0.5945,0.53775,2
Nafcillin,NA,0.3236,0.6325,NA,-0.834,0.47805,2
RS-16566,NA,0.3236,NA,0.4034,-0.6817,0.3635,2
MLS003128807,NA,0.3236,0.5379,NA,-0.502,0.43075,2
Apocynin,NA,0.3235,0.6733,0.4916,-0.5774,0.4961333333333333,1
VU0424182-2,NA,0.3234,0.5418,NA,-0.6409,0.4326,2
BRD-K01093405,NA,0.3231,0.6534,NA,-0.6934,0.48824999999999996,2
BRD-K00199686,NA,0.3231,0.5013,0.5629,-0.6269,0.4624333333333333,1
"Betamethasone 17,21-dipropionate",NA,0.323,0.7025,0.6387,-0.6795,0.5547333333333333,1
Olopatadine,NA,0.323,0.6198,NA,-0.6715,0.47140000000000004,2
CHEMBL2181097,NA,0.3229,0.623,0.4276,-0.609,0.4578333333333333,1
BRD-K05114711,NA,0.3229,NA,0.6491,-0.49,0.486,2
BRD-K19362120,NA,0.3225,NA,0.3901,-0.665,0.3563,2
BRD-K82071478,NA,0.3224,NA,0.5208,-0.6095,0.42160000000000003,2
BRD-K08293924,NA,0.3219,0.634,NA,-0.7546,0.47795,2
BRD-K48619543,NA,0.3218,0.6274,NA,-0.851,0.47459999999999997,2
PSB 1115,NA,0.3214,0.4596,NA,-0.7757,0.3905,2
BRD-K19011062,NA,0.3213,NA,0.3881,-0.8362,0.3547,2
Chlorpropamide,NA,0.3213,0.6785,0.4554,-0.5328,0.48506666666666665,1
BRD-K39597586,NA,0.3212,0.5131,0.3966,-0.4928,0.4103,1
"4-(4-Benzylpiperazin-1-yl)thieno[2,3-d]pyrimidine",NA,0.3212,0.5595,NA,-0.7854,0.44035,2
LE 300,NA,0.3211,NA,0.4688,-0.8333,0.39495,2
BRD-K35210537,NA,0.3211,0.3932,0.5674,-0.6357,0.42723333333333335,1
Mesalamine,NA,0.321,0.6024,0.3647,-0.9043,0.4293666666666667,1
Ammonium Glycyrrhizinate,NA,NA,0.7324,0.6593,-0.8496,0.6958500000000001,2
STOCK1S-03920,NA,NA,0.7042,0.5428,-0.4799,0.6234999999999999,2
SA-1459031,NA,NA,0.6936,0.5178,-0.4809,0.6057,2
BRD-K37852224,NA,NA,0.6537,0.4815,-0.684,0.5676,2
BRD-K65404805-001-01-6,NA,NA,0.6483,0.4242,-0.7293,0.53625,2
Cilostazol,NA,NA,0.643,0.6784,-0.5471,0.6607000000000001,2
BRD-K00486725,NA,NA,0.6373,0.6064,-0.8633,0.62185,2
Tofacitinib (CP-690550) Citrate,NA,NA,0.6369,0.3493,-0.4774,0.4931,2
Tiagabine,NA,NA,0.6346,0.6613,-0.4943,0.64795,2
AC1N3FUV,NA,NA,0.633,0.3842,-0.6281,0.5085999999999999,2
282089-49-0,NA,NA,0.6309,0.7784,-0.542,0.70465,2
PRIMA 1,NA,NA,0.6287,0.5461,-0.6763,0.5874,2
MLS002703292,NA,NA,0.6254,0.377,-0.5127,0.5012,2
BD-1047,NA,NA,0.6231,0.467,-0.6856,0.54505,2
Linoleic acid,NA,NA,0.621,0.4169,-0.6529,0.51895,2
Hoechst 33258,NA,NA,0.6206,0.4621,-0.5451,0.54135,2
BRD-K88008216,NA,NA,0.6161,0.4272,-0.4833,0.52165,2
Fadrozole,NA,NA,0.5982,0.3427,-0.5232,0.47045,2
ST51005413,NA,NA,0.597,0.4409,-0.4809,0.51895,2
Caffeic Acid Phenethyl Ester,NA,NA,0.5965,0.3677,-0.5299,0.48210000000000003,2
SC_I_004,NA,NA,0.5961,0.4463,-0.6946,0.5212,2
9-Epiquinine,NA,NA,0.5959,0.4619,-0.6064,0.5288999999999999,2
BRD-K92604082,NA,NA,0.5946,0.3394,-0.6176,0.46699999999999997,2
BRD-K97863769,NA,NA,0.5884,0.3465,-0.5083,0.46745000000000003,2
BRD-A62647958,NA,NA,0.5857,0.549,-0.743,0.56735,2
Sarsasapogenin,NA,NA,0.5857,0.559,-0.4797,0.57235,2
Mesulergine,NA,NA,0.5849,0.3739,-0.7583,0.4794,2
Dopamine,NA,NA,0.5782,0.7107,-0.5382,0.64445,2
SMR000178575,NA,NA,0.5769,0.4827,-0.7043,0.5298,2
BRD-K09459434,NA,NA,0.5735,0.4414,-0.6644,0.50745,2
BRD-K46959535,NA,NA,0.5681,0.3755,-0.7409,0.4718,2
SMR000082310,NA,NA,0.568,0.5449,-0.4859,0.55645,2
Carbinoxamine,NA,NA,0.5617,0.3803,-0.4826,0.471,2
phylloquinone,NA,NA,0.5578,0.3733,-0.6026,0.46555,2
Dolasetron,NA,NA,0.54990000000000006,0.5354,-0.8518,0.5426500000000001,2
RO-3306,NA,NA,0.5488,0.3974,-0.6426,0.47309999999999997,2
Reboxetine mesylate,NA,NA,0.5457,0.3837,-0.5102,0.4647,2
Graveoline,NA,NA,0.5401,0.4831,-0.5417,0.5116,2
VILAZODONE HYDROCHLORIDE,NA,NA,0.5389,0.657,-0.6115,0.59795,2
Sufentanil,NA,NA,0.5277,0.5579,-0.5531,0.5428,2
CHEMBL2138369,NA,NA,0.5274,0.5234,-0.4745,0.5254,2
Xylazine,NA,NA,0.5263,0.3671,-0.6936,0.4467,2
BRD-K12450081,NA,NA,0.5233,0.3622,-0.5598,0.44275,2
CHEMBL153158,NA,NA,0.522,0.4783,-0.5539,0.50015,2
Buthionine Sulfoxime,NA,NA,0.5214,0.3952,-0.6369,0.4583,2
MLS003129663,NA,NA,0.5121,0.5961,-0.5022,0.5541,2
Zaldaride,NA,NA,0.5112,0.4205,-0.6071,0.46585,2
BRD-K56130969,NA,NA,0.5095,0.5463,-0.5732,0.5279,2
AC1NQ6YI,NA,NA,0.5083,0.4254,-0.625,0.46685,2
SA-103123,NA,NA,0.5074,0.7613,-0.5631,0.63435,2
GSK 3BETA Inhibitor VIII,NA,NA,0.5049,0.3613,-0.5362,0.43310000000000004,2
CHEMBL1982510,NA,NA,0.5048,0.4938,-0.5104,0.4993,2
ST081814,NA,NA,0.4936,0.4854,-0.7291,0.4895,2
BRD-K63494246,NA,NA,0.4933,0.5531,-0.5407,0.5232,2
BRD-K37303684,NA,NA,0.4918,0.6494,-0.7008,0.5706,2
T5285107,NA,NA,0.4912,0.3475,-0.5631,0.41935,2
Ranitidine,NA,NA,0.4904,0.5134,-0.505,0.5019,2
Allantoin,NA,NA,0.489,0.6692,-0.4808,0.5791,2
BRD-K64062072,NA,NA,0.4887,0.4452,-0.6684,0.46695,2
BRD-K72462994,NA,NA,0.4886,0.3553,-0.6516,0.42195,2
BRD-K75023015,NA,NA,0.4879,0.4436,-0.8485,0.46575,2
BRD-K36462169,NA,NA,0.4864,0.4381,-0.7928,0.46225,2
BRD-K65124350,NA,NA,0.4849,0.3495,-0.827,0.4172,2
CHEMBL2130605,NA,NA,0.4821,0.5776,-0.6191,0.5298499999999999,2
Indoprofen,NA,NA,0.4818,0.5169,-0.7071,0.49935,2
4-[(5-Bromoquinolin-8-yl)amino]-4-oxobutanoic acid,NA,NA,0.48,0.3581,-0.8052,0.41905,2
Aspirin,NA,NA,0.4775,0.354,-0.544,0.41574999999999995,2
CHEMBL2355399,NA,NA,0.4754,0.5805,-0.7582,0.52795,2
SCHEMBL16226068,NA,NA,0.4739,0.4672,-0.4855,0.47055,2
ZINC1569718,NA,NA,0.4734,0.4886,-0.5362,0.481,2
CHEMBL1868011,NA,NA,0.4688,0.3847,-0.7172,0.42674999999999996,2
BRD-K95419055,NA,NA,0.4658,0.3746,-0.778,0.4202,2
BRD-K16063494,NA,NA,0.4589,0.4058,-0.5012,0.43235,2
MLS003079543,NA,NA,0.458,0.532,-0.6051,0.495,2
GSK1292263,NA,NA,0.4577,0.6843,-0.5046,0.571,2
BRD-K79564569,NA,NA,0.4562,0.482,-0.4892,0.46909999999999996,2
AMBCB17415880,NA,NA,0.4551,0.3861,-0.7156,0.4206,2
MBX-2982,NA,NA,0.4523,0.5357,-0.4789,0.494,2
NSI-189,NA,NA,0.4523,0.4533,-0.7112,0.4528,2
BRD-K63903580,NA,NA,0.4508,0.3409,-0.5174,0.39585,2
BRD-K46295497,NA,NA,0.4507,0.4156,-0.5308,0.43315000000000003,2
Merbarone,NA,NA,0.4507,0.4846,-0.4946,0.46765,2
ARN-509,NA,NA,0.4502,0.4701,-0.7766,0.46015,2
Tracazolate,NA,NA,0.4496,0.3459,-0.6509,0.39775,2
Levothyroxine,NA,NA,0.4477,0.584,-0.5095,0.5158499999999999,2
Fosinopril,NA,NA,0.4474,0.9076,-0.4897,0.6775,2
FPA1_000301,NA,NA,0.4465,0.5463,-0.6399,0.4964,2
Crotamiton,NA,NA,0.4463,0.4457,-0.6149,0.44599999999999995,2
Concneorine,NA,NA,0.4441,0.4829,-0.752,0.4635,2
Mizolastine,NA,NA,0.4429,0.4747,-0.7143,0.4588,2
BRD-K95786246,NA,NA,0.4428,0.4528,-0.6201,0.4478,2
"1,3-Dipropyl-8-cyclopentylxanthine",NA,NA,0.4424,0.7914,-0.7727,0.6169,2
Empagliflozin (BI 10773),NA,NA,0.4416,0.4314,-0.4816,0.4365,2
Emedastine,NA,NA,0.4412,0.901,-0.6097,0.6711,2
"Forskolin, NKH477",NA,NA,0.439,0.3739,-0.8074,0.40645,2
SA-1925246,NA,NA,0.4382,0.4458,-0.5538,0.44199999999999995,2
Clocortolone Pivalate,NA,NA,0.4373,0.4132,-0.8536,0.42525,2
SA-97343,NA,NA,0.4368,0.5337,-0.5748,0.48524999999999996,2
BRD-K61220066,NA,NA,0.4366,0.5215,-0.5897,0.47905,2
Calpeptin,NA,NA,0.4359,0.4334,-0.5705,0.43465,2
Amylocaine,NA,NA,0.4353,0.5022,-0.6305,0.46875,2
SA-90377,NA,NA,0.4349,0.4811,-0.4807,0.458,2
MLS002607715,NA,NA,0.4348,0.4323,-0.8867,0.43355,2
MLS003126520,NA,NA,0.4343,0.5551,-0.6745,0.49470000000000003,2
BRD-K47724214,NA,NA,0.4339,0.4978,-0.5202,0.46585,2
CHEMBL1788383,NA,NA,0.4335,0.4296,-0.4966,0.43155,2
UK 383367,NA,NA,0.4329,0.4105,-0.5157,0.42169999999999996,2
BRD-K17449871,NA,NA,0.4328,0.349,-0.7338,0.3909,2
BRD-K01006500,NA,NA,0.4327,0.4119,-0.6383,0.4223,2
BRD-K80169513,NA,NA,0.4314,0.385,-0.5089,0.4082,2
CGP-7930,NA,NA,0.4311,0.3379,-0.6233,0.38449999999999995,2
SB 218795,NA,NA,0.4306,0.5865,-0.4949,0.5085500000000001,2
GR-144053,NA,NA,0.4299,0.4152,-0.7178,0.42255,2
BRD-K29924325,NA,NA,0.4291,0.4111,-0.4993,0.42010000000000003,2
BRD-A73513677,NA,NA,0.4287,0.5978,-0.6167,0.51325,2
MRS 1220,NA,NA,0.4285,0.4635,-0.4952,0.446,2
BRD-K51595563,NA,NA,0.4283,0.4836,-0.6935,0.45594999999999997,2
MLS002703106,NA,NA,0.4276,0.4613,-0.5422,0.44445,2
ZINC00952128,NA,NA,0.4259,0.4607,-0.4759,0.4433,2
UTMB00042,NA,NA,0.4242,0.4388,-0.5648,0.4315,2
MLS003153121,NA,NA,0.4236,0.6257,-0.6766,0.5246500000000001,2
SPBIO_002561,NA,NA,0.4214,0.4066,-0.605,0.41400000000000003,2
Trimipramine,NA,NA,0.4208,0.4927,-0.4886,0.45675,2
"VX-222 (VCH-222, Lomibuvir)",NA,NA,0.4205,0.35,-0.4855,0.38525,2
BRD-K18350116,NA,NA,0.4192,0.3797,-0.7773,0.39944999999999997,2
BRD-K76103428,NA,NA,0.4191,0.4658,-0.525,0.44245,2
AC1O7M2R,NA,NA,0.4174,0.3457,-0.6227,0.38155,2
BRD-K80598371,NA,NA,0.417,0.4694,-0.76,0.4432,2
SJ 172550,NA,NA,0.4167,0.5916,-0.6103,0.50415,2
Narlaprevir,NA,NA,0.4152,0.5731,-0.4891,0.49415000000000003,2
Zofenopril (calcium),NA,NA,0.4149,0.431,-0.682,0.42295,2
ALDA 1,NA,NA,0.4128,0.4657,-0.6302,0.43925000000000003,2
F0919-7914,NA,NA,0.4126,0.6168,-0.6231,0.5147,2
UNC 669,NA,NA,0.4122,0.5183,-0.5201,0.46525,2
MLS002264465,NA,NA,0.4111,0.415,-0.496,0.41305000000000003,2
BRD-K84797952,NA,NA,0.4106,0.3893,-0.5072,0.39995000000000003,2
PF-04620110,NA,NA,0.4105,0.4376,-0.4994,0.42405,2
MLS000534605,NA,NA,0.4102,0.4724,-0.5298,0.4413,2
BRD-K00835201,NA,NA,0.4095,0.7288,-0.699,0.56915,2
BRD-K47571551,NA,NA,0.4083,0.3767,-0.695,0.39249999999999996,2
BRD-K47121420,NA,NA,0.408,0.5329,-0.6082,0.47045000000000003,2
23981-80-8,NA,NA,0.4066,0.3637,-0.6925,0.38515,2
Lersivirine,NA,NA,0.4063,0.7993,-0.6556,0.6028,2
SMR000068650,NA,NA,0.4061,0.4758,-0.874,0.44095,2
Cholic acid,NA,NA,0.4052,0.605,-0.6314,0.5051,2
313981-55-4,NA,NA,0.4048,0.8272,-0.6325,0.616,2
BRD-K80368509,NA,NA,0.4044,0.413,-0.5131,0.40869999999999995,2
BRD-K57180092,NA,NA,0.4027,0.5416,-0.5079,0.47214999999999996,2
BRD-A77864279,NA,NA,0.4015,0.5759,-0.5063,0.4887,2
BRD-K12683703,NA,NA,0.4008,0.3396,-0.4773,0.3702,2
TUL_XXI035,NA,NA,0.3982,0.7377,-0.6144,0.56795,2
Talnetant,NA,NA,0.3969,0.4283,-0.6414,0.41259999999999997,2
BRD-K99718824,NA,NA,0.3948,0.3711,-0.6908,0.38295,2
Etazolate,NA,NA,0.3936,0.5317,-0.647,0.46265,2
Homochlorcyclizine,NA,NA,0.3925,0.3437,-0.6614,0.3681,2
Epiisopicropodophyllin,NA,NA,0.3923,0.5029,-0.6847,0.4476,2
BRD-A15501135,NA,NA,0.3908,0.4343,-0.6218,0.41255,2
MEGXM0_000358,NA,NA,0.3906,0.3667,-0.706,0.37865000000000004,2
BRD-K91834385,NA,NA,0.3904,0.3582,-0.5404,0.3743,2
brefeldin-a,NA,NA,0.3891,0.355,-0.6669,0.37205,2
NCGC00170233-01,NA,NA,0.3884,0.4136,-0.4956,0.401,2
BRD-K46807184,NA,NA,0.3872,0.4214,-0.6301,0.4043,2
pancuronium,NA,NA,0.387,0.3789,-0.6051,0.38295,2
BRD-K70711508,NA,NA,0.3844,0.4448,-0.6879,0.41459999999999997,2
Beta-Narcotine,NA,NA,0.3842,0.4618,-0.6025,0.423,2
4-Methoxy-6-phenyl-1H-pyrimidine-2-thione,NA,NA,0.3833,0.464,-0.5391,0.42364999999999997,2
BRD-K93845141,NA,NA,0.3831,0.3431,-0.6083,0.3631,2
ZINC01207723,NA,NA,0.3831,0.5433,-0.6156,0.4632,2
Mebeverine,NA,NA,0.3814,0.434,-0.5627,0.4077,2
Rabeprazole,NA,NA,0.3812,0.4303,-0.6911,0.40575,2
BRD-K52577250,NA,NA,0.3811,0.5642,-0.6645,0.47265,2
STK179629,NA,NA,0.3806,0.4184,-0.7351,0.39949999999999997,2
Acifran,NA,NA,0.3806,0.6001,-0.6476,0.49034999999999995,2
SMR000031368,NA,NA,0.7801,0.4419,-0.742,0.611,2
CHEMBL1531854,NA,NA,0.78,0.5288,-0.4863,0.6544000000000001,2
Clonidine,NA,NA,0.7742,0.4508,-0.4816,0.6125,2
BRD-K75368232,NA,NA,0.7692,0.6081,-0.5077,0.68865,2
Oxymetazoline,NA,NA,0.7688,0.5294,-0.7456,0.6491,2
CHEMBL602850,NA,NA,0.7643,0.4449,-0.6823,0.6046,2
Remoxipride,NA,NA,0.7612,0.4884,-0.5106,0.6248,2
