compound,nib,quine,vir,similarity,meansim,nas
"3,7-Bis(dimethylamino)phenothiazin-5-ium",0.3912,0.5335,0.627,-0.3548,0.5172333333333333,0
SMR000651449,0.3909,0.3571,0.5409,-0.4118,0.42963333333333337,0
Adarotene,0.3909,0.4446,0.3572,-0.37,0.3975666666666667,0
Lestaurtinib,0.3904,0.3706,0.444,-0.3408,0.40166666666666667,0
SMR000217164,0.3904,0.4875,NA,-0.324,0.43895,1
Isradipine,0.3901,0.4941,NA,-0.4117,0.4421,1
ST072947,0.3898,0.4775,NA,-0.4111,0.43365,1
MLS003130364,0.3895,0.4396,NA,-0.4194,0.41455,1
BRD-K15524596,0.3895,0.7246,NA,-0.3523,0.55705,1
Omacetaxine Mepesuccinate,0.3892,0.3638,0.4195,-0.3334,0.3908333333333333,0
Trovafloxacin mesylate,0.3891,0.4478,0.3922,-0.3239,0.4097,0
Oxibendazole,0.3891,0.4256,NA,-0.4125,0.40735,1
KI8751,0.3891,0.4026,0.3733,-0.4363,0.38833333333333336,0
SCHEMBL10028379,0.389,0.325,NA,-0.3298,0.357,1
Gossypol,0.3889,NA,0.4643,-0.3457,0.4266,1
Zosuquidar,0.3885,0.7144,0.3843,-0.4217,0.49573333333333336,0
Chloroquine,0.3883,0.7407,0.4436,-0.4133,0.5242,0
AC1LPE6W,0.3881,0.453,NA,-0.4034,0.42055,1
PK-11195,0.388,0.6451,0.479,-0.3294,0.5040333333333333,0
Nalbuphine,0.3879,0.4908,0.5098,-0.8229,0.4628333333333334,0
Dichlorphenamide,0.3879,0.3539,0.3606,-0.4787,0.36746666666666666,0
BRD-A41986761,0.3878,0.3946,0.3587,-0.3289,0.3803666666666667,0
ASN 05257430,0.3877,0.4326,0.5017,-0.4962,0.44066666666666665,0
Avrainvillamide-analog-6,0.3877,0.4327,NA,-0.3409,0.4102,1
4-Ethoxy-n-[3-(phenylamino)quinoxalin-2-yl]benzenesulfonamide,0.3874,0.3829,NA,-0.4529,0.38515,1
LY2874455,0.3874,0.4473,0.4834,-0.3369,0.4393666666666667,0
Nimodipine,0.3872,0.525,0.3318,-0.4127,0.4146666666666667,0
7-Nitroindazole,0.3872,0.3319,0.5069,-0.4287,0.4086666666666667,0
MLS003672589,0.3872,0.6149,0.3597,-0.4386,0.45393333333333336,0
SPECTRUM_001522,0.387,0.4913,0.3848,-0.4406,0.4210333333333333,0
Tasquinimod,0.3868,0.4516,NA,-0.6104,0.4192,1
Tivozanib,0.3867,0.7022,0.4133,-0.3374,0.5007333333333334,0
CLONAZEPAM,0.3865,0.5938,0.338,-0.4143,0.43943333333333334,0
HG-9-91-01,0.3865,0.5787,0.4055,-0.4041,0.45690000000000003,0
Ethacrynic acid,0.3864,0.4146,0.4837,-0.3425,0.42823333333333335,0
"Tropanyl-3,5-dimethylbenzoate",0.3863,NA,0.3341,-0.5217,0.36019999999999996,1
Pazopanib,0.3862,0.613,0.4398,-0.3225,0.4796666666666667,0
SR 33805 oxalate,0.3857,0.4745,NA,-0.3286,0.4301,1
AC1LDAF7,0.3853,0.4308,NA,-0.3316,0.40805,1
Emetine,0.3852,NA,0.3958,-0.3395,0.39049999999999996,1
Novobiocin,0.385,0.3329,0.4037,-0.4152,0.3738666666666667,0
SCHEMBL3958507,0.3847,0.5302,0.3995,-0.343,0.4381333333333333,0
MLS-0315871.0001,0.3845,0.3404,0.3732,-0.3234,0.3660333333333333,0
Adapalene,0.3842,0.5505,0.3978,-0.4234,0.44416666666666665,0
AO-081/15245014,0.3842,0.4916,0.4043,-0.5511,0.42669999999999997,0
Refametinib,0.3834,0.4438,NA,-0.3573,0.41359999999999997,1
CDK9 Inhibitor,0.3833,0.5058,0.4079,-0.4118,0.43233333333333335,0
SCH-79797,0.383,0.4294,0.6117,-0.3335,0.4747,0
SCHEMBL16226068,0.3829,0.513,NA,-0.3544,0.44795,1
Fludarabine,0.3828,0.4845,0.4608,-0.3521,0.4427,0
F1679-0128,0.3826,0.3503,0.448,-0.4391,0.39363333333333334,0
EMF-SUMO1-39,0.3824,0.4626,NA,-0.3297,0.4225,1
MLS000778276,0.3824,NA,0.3239,-0.4402,0.35315,1
OM137,0.3823,0.3664,0.3529,-0.5639,0.36719999999999997,0
Metaraminol,0.3821,NA,0.3263,-0.3251,0.35419999999999996,1
Coleoforsin,0.382,0.556,NA,-0.4481,0.46900000000000003,1
Calcitriol,0.382,0.7517,0.4991,-0.4126,0.5442666666666667,0
SPOX1_002925,0.3816,0.5559,0.4395,-0.3516,0.45899999999999996,0
Donitriptan hydrochloride,0.3813,0.5955,0.3549,-0.4279,0.4439,0
Mesalamine,0.3811,NA,0.367,-0.4228,0.37405,1
Skiii,0.3811,0.5887,0.417,-0.3212,0.46226666666666666,0
Mirin,0.3811,0.5654,0.3451,-0.4447,0.4305333333333333,0
AC1NXRFO,0.381,0.4629,0.3414,-0.3392,0.3951,0
Fenretinide,0.3804,0.4477,0.329,-0.583,0.3857,0
BRD-K44916273,0.3801,0.3465,NA,-0.5909,0.36329999999999996,1
Nilotinib,0.38,0.5954,0.44,-0.3498,0.4718,0
AC1NAL7D,0.38,0.4047,NA,-0.3609,0.39235,1
Rucaparib,0.3799,0.3765,0.6022,-0.3374,0.45286666666666664,0
MLS002703117,0.3798,0.3631,NA,-0.4167,0.37145,1
Ziprasidone,0.3798,0.3531,0.3786,-0.4531,0.3705,0
Nafronyl,0.3796,0.4697,0.4325,-0.4296,0.4272666666666667,0
BRD-K59488055,0.3795,0.5027,NA,-0.4252,0.44110000000000005,1
noscapine,0.3795,0.569,0.3603,-0.3256,0.43626666666666664,0
CHEMBL520231,0.3791,0.6923,0.3338,-0.3471,0.4684,0
Desoxycorticosterone,0.379,0.3259,NA,-0.4791,0.35245000000000004,1
SCHEMBL10583556,0.3788,0.3612,0.3578,-0.4645,0.36593333333333333,0
Binospirone,0.3788,0.6623,0.4409,-0.4176,0.494,0
Phenoxybenzamine,0.3788,0.4424,NA,-0.4265,0.4106,1
CHEMBL3184446,0.3785,0.4567,0.3413,-0.4252,0.39216666666666666,0
Flumethasone,0.3784,0.421,0.3297,-0.3396,0.3763666666666667,0
Pomalidomide,0.3784,0.6312,NA,-0.4516,0.5048,1
GSK-1904529A,0.3783,0.5346,0.5488,-0.3964,0.4872333333333333,0
KF 38789,0.3783,0.517,NA,-0.5516,0.44765,1
Amlexanox,0.3781,0.5128,0.5599,-0.8303,0.4836,0
1228746-78-8,0.378,0.6283,NA,-0.4403,0.50315,1
ASC-J9,0.3779,0.3837,NA,-0.3252,0.3808,1
chlormadinone-acetate,0.3779,0.8061,0.3535,-0.6496,0.5125,0
SU-4312,0.3779,NA,0.3563,-0.4569,0.3671,1
CHEMBL2359886,0.3776,0.5334,NA,-0.5908,0.4555,1
SB-216763,0.3776,0.635,0.5087,-0.3259,0.5071,0
"N-(3-Fluoro-4-((7-methoxyquinolin-4-yl)oxy)phenyl)-1-(2-hydroxy-2-methylpropyl)-5-methyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxamide",0.3776,0.6288,0.5513,-0.4122,0.5192333333333333,0
Entecavir,0.3774,0.5116,0.3474,-0.4166,0.41213333333333335,0
AC1NWAPU,0.3774,0.4208,0.4152,-0.3239,0.4044666666666667,0
NCGC00012588,0.3773,0.41,NA,-0.3915,0.39365,1
Andarine,0.3773,0.58,0.3823,-0.4311,0.44653333333333334,0
cefatrizine,0.3772,NA,0.3556,-0.4588,0.3664,1
Indigo Red,0.3771,0.4119,0.4669,-0.4417,0.4186333333333333,0
SDZ-201106,0.3771,NA,0.3214,-0.4497,0.34925,1
Latanoprost,0.3771,0.6582,0.3244,-0.3374,0.4532333333333333,0
CHEMBL2131454,0.377,NA,0.3263,-0.6366,0.35165,1
galantamine,0.377,0.5206,0.3854,-0.4322,0.42766666666666664,0
TGX-115,0.3768,0.5178,NA,-0.3298,0.44730000000000003,1
MILNACIPRAN HYDROCHLORIDE,0.3768,0.598,NA,-0.4398,0.4874,1
SA-441145,0.3766,NA,0.3502,-0.611,0.3634,1
Vitinoin,0.3765,0.5131,0.3594,-0.4796,0.41633333333333333,0
Benperidol,0.3764,0.439,NA,-0.4842,0.4077,1
F1061-0166,0.376,0.4381,0.3495,-0.321,0.38786666666666664,0
BRD-K75368232,0.3759,0.435,NA,-0.554,0.40545,1
"N,N-Dimethyl-n'-{5-[(2-methyl-4-quinolyl)thio]-1,3,4-thiadiazol-2-yl}iminoformamide",0.3758,0.3544,0.3609,-0.5914,0.3637,0
Vanoxerine,0.3756,0.4216,0.4532,-0.3292,0.4168,0
CHEMBL1374544,0.3753,0.3628,0.4713,-0.4917,0.40313333333333334,0
Sertindole,0.3751,0.3773,0.426,-0.3247,0.3928,0
Cyclosporin A,0.3748,0.4295,NA,-0.3356,0.40215,1
Cilostamide,0.3741,0.4232,0.3496,-0.4539,0.38230000000000003,0
Aloisine,0.3737,0.3761,0.4356,-0.3941,0.39513333333333334,0
AC1N08ZR,0.3735,0.4911,NA,-0.3852,0.4323,1
BRD-A07407288,0.3734,0.4313,0.4018,-0.3395,0.4021666666666667,0
CHEMBL1573436,0.3733,0.3646,NA,-0.3482,0.36895,1
396129-53-6,0.3733,0.3972,NA,-0.5293,0.38525,1
Plinabulin,0.3731,0.3505,0.3459,-0.4439,0.3565,0
Ruxolitinib,0.3731,0.568,0.5197,-0.3384,0.48693333333333333,0
"5,6-Dichlorobenzimidazole riboside",0.3731,NA,0.453,-0.5186,0.41305000000000003,1
AZD-2014,0.3726,0.4206,0.3679,-0.3664,0.38703333333333334,0
ZINC01050121,0.3722,0.5339,0.4788,-0.325,0.46163333333333334,0
HMS2093J15,0.3721,0.3884,NA,-0.3339,0.38025,1
NSC 663284,0.3721,0.3549,0.4068,-0.3323,0.37793333333333334,0
936890-98-1,0.3717,0.5407,0.37,-0.418,0.42746666666666666,0
MLS003337114,0.3716,NA,0.3593,-0.458,0.36545,1
CHEMBL2355034,0.3716,0.452,NA,-0.4124,0.4118,1
Sappanone A Trimethyl Ether,0.3715,0.3879,0.4143,-0.4291,0.3912333333333333,0
SMR000857102,0.3714,0.509,NA,-0.3451,0.44020000000000004,1
Purvalanola,0.3713,0.4646,NA,-0.3546,0.41795000000000004,1
RG 13022,0.3712,0.4789,0.3863,-0.3598,0.4121333333333333,0
U 0126,0.3711,0.6814,0.4636,-0.363,0.5053666666666666,0
Ganciclovir,0.3711,NA,0.3822,-0.5038,0.37665,1
Mifepristone,0.3711,0.5506,0.4194,-0.3223,0.44703333333333334,0
Spiperone,0.371,0.4255,0.3235,-0.4131,0.37333333333333335,0
ST50050407,0.371,0.4088,NA,-0.3296,0.3899,1
MLS000038113,0.3709,0.4919,0.3966,-0.3277,0.4198,0
HG-6-64-01,0.3707,0.4744,0.3238,-0.3715,0.38963333333333333,0
MLS-0435528.0001,0.3705,0.389,0.3314,-0.4231,0.3636333333333333,0
SMR000151874,0.3703,0.3492,NA,-0.4273,0.35975,1
Donepezil,0.3702,0.4734,0.3786,-0.407,0.4074,0
Cucurbitacin-I,0.3702,0.4817,0.4415,-0.3325,0.4311333333333333,0
Ambrisentan,0.37,0.3538,NA,-0.4467,0.3619,1
Syrosingopine,0.3699,0.3336,0.3294,-0.3235,0.3443,0
BRD-K76856691,0.3698,NA,0.4472,-0.4476,0.4085,1
Alitretinoin,0.3697,0.3641,0.3952,-0.3263,0.3763333333333333,0
Tetrahydrouridine,0.3696,0.4233,NA,-0.4286,0.39644999999999997,1
Fenofibrate,0.3694,0.3418,NA,-0.4443,0.3556,1
MLS003429133,0.3694,0.5053,NA,-0.4615,0.43735,1
Linsitinib,0.3692,0.5129,0.3519,-0.4165,0.41133333333333333,0
GW-5074,0.3692,0.5785,0.4863,-0.4135,0.478,0
CHEMBL2130605,0.3691,0.3857,0.4352,-0.4255,0.39666666666666667,0
TSU-68,0.3689,0.421,0.4781,-0.4456,0.4226666666666667,0
Auranofin,0.3688,0.4701,0.3893,-0.4271,0.4094,0
Chlorthalidone,0.36870000000000003,0.3893,0.3895,-0.4318,0.3825,0
CP94253,0.3681,0.324,NA,-0.6707,0.34604999999999997,1
Nemonapride,0.3678,0.7459,0.3607,-0.4227,0.49146666666666666,0
PCL2_000154,0.3677,0.4557,NA,-0.3295,0.4117,1
Tacalcitol,0.3676,0.4952,NA,-0.4147,0.4314,1
SPECTRUM_001092,0.3671,0.5804,0.3533,-0.4356,0.4336,0
Diphenyleneiodonium,0.367,0.404,0.5743,-0.3703,0.44843333333333335,0
Doramapimod,0.3669,0.5549,0.3676,-0.3411,0.42979999999999996,0
BRD-A62647958,0.3667,0.3979,0.3434,-0.4767,0.36933333333333335,0
E-3810,0.3666,0.5571,NA,-0.535,0.46185,1
79966-13-5,0.3664,0.545,0.4203,-0.4145,0.4439,0
"Triazolothiadiazine, 22",0.3664,0.484,NA,-0.3346,0.4252,1
Taranabant,0.3662,0.5625,NA,-0.4437,0.46435000000000004,1
ANISODAMINE HYDROBROMIDE,0.3662,0.5072,NA,-0.3576,0.4367,1
SPOX1_000651,0.3662,0.4181,NA,-0.3219,0.39215,1
Cycloheximide,0.366,0.6172,0.5086,-0.3322,0.4972666666666667,0
BRN 1088760,0.3659,0.3625,0.3341,-0.4128,0.3541666666666667,0
BRD-K14614387-001-01-8,0.3658,0.5456,NA,-0.4688,0.4557,1
SA-243276,0.3654,0.3486,NA,-0.4163,0.357,1
MDL 29951,0.3651,0.3762,0.4245,-0.4724,0.3886,0
Avrainvillamide-analog-1,0.3651,0.4462,0.4141,-0.4952,0.40846666666666664,0
Mozavaptan,0.3651,0.3916,NA,-0.8645,0.37834999999999996,1
SCHEMBL10061624,0.3649,0.4841,NA,-0.4291,0.4245,1
Amperozide,0.3649,0.3644,NA,-0.4369,0.36465000000000003,1
CGP-37157,0.3646,0.3347,0.4522,-0.444,0.3838333333333333,0
MLS003171619,0.3644,0.3675,NA,-0.4308,0.36595,1
Bisindolylmaleimide IX,0.3644,0.4836,NA,-0.4308,0.424,1
Midostaurin,0.3643,0.6538,0.3476,-0.3626,0.4552333333333334,0
Clofarabine,0.3642,0.4693,0.3596,-0.3252,0.3977,0
Estradiol,0.3641,0.5321,0.4808,-0.3468,0.459,0
Terbinafine,0.364,0.4202,0.4377,-0.4091,0.4073,0
Meptazinol,0.364,0.4621,0.3411,-0.4146,0.38906666666666667,0
GANT58,0.3639,0.3272,0.3844,-0.4128,0.3585,0
CHEMBL2361748,0.3632,0.3715,0.4009,-0.4678,0.37853333333333333,0
cortisone-acetate,0.363,0.5993,NA,-0.4153,0.48115,1
CHEMBL2359798,0.3629,0.3973,NA,-0.5192,0.3801,1
Ouabain,0.3627,0.3245,0.3892,-0.4178,0.3588,0
Methiazole,0.3625,0.3649,NA,-0.4143,0.3637,1
NCGC00092314-01,0.3623,0.4624,NA,-0.3544,0.41235,1
Cyclosporine,0.3623,0.5063,0.3405,-0.3904,0.40303333333333335,0
BRD-K07666543,0.3623,0.4639,NA,-0.4242,0.4131,1
BRD-K36910796,0.3621,NA,0.3253,-0.6982,0.3437,1
Nelarabine,0.3618,0.3539,0.4042,-0.3913,0.3733,0
JNJ-38877605,0.3614,0.4263,0.4204,-0.3456,0.4027,0
"16,16-Dimethyl prostaglandin e2",0.3614,0.5537,0.5404,-0.4574,0.48516666666666663,0
Pinacidil,0.3613,0.5141,0.3876,-0.5332,0.421,0
SPECTRUM3_001992,0.3612,0.4184,0.3718,-0.4464,0.38380000000000003,0
CHEMBL3187421,0.3609,0.3897,NA,-0.4903,0.37529999999999997,1
"N-(4-Hydroxyphenyl)icosa-5,8,11,14-tetraenamide",0.3608,0.4512,NA,-0.4107,0.406,1
Rutin,0.3608,0.5646,0.4005,-0.4368,0.4419666666666667,0
Dexamethasone 21-acetate,0.3603,0.4623,0.361,-0.3316,0.39453333333333335,0
Cephaeline,0.3603,NA,0.3541,-0.4114,0.3572,1
"2-(2-Bromo-4-methyl-phenylamino)-pyrido[3,2-e][1,3]thiazin-4-one",0.3602,0.3645,0.378,-0.4552,0.36756666666666665,0
Dronedarone HCl,0.3601,0.5281,NA,-0.4235,0.4441,1
REV-5901,0.3601,0.6136,NA,-0.4117,0.48685,1
ABACAVIR SULFATE,0.3598,0.5408,NA,-0.3263,0.4503,1
CHEMBL566899,0.3597,NA,0.3842,-0.4117,0.37195,1
Etoricoxib,0.3597,0.4633,NA,-0.4514,0.4115,1
"ABT-888,VELIPARIB",0.3594,0.3451,0.416,-0.4583,0.3735,0
AC1L1IKY,0.3594,0.4382,NA,-0.5027,0.3988,1
FPA1_000311,0.3593,0.4334,0.3222,-0.4244,0.3716333333333333,0
Apigenin,0.3593,0.4801,0.6122,-0.3494,0.48386666666666667,0
naftidrofuryl,0.3593,0.3832,0.3381,-0.3888,0.3602,0
Dapsone,0.3591,0.4567,0.4618,-0.4384,0.42586666666666667,0
C29H35NO2,0.359,0.3872,NA,-0.4332,0.3731,1
2'-Deoxycytidine (hydrochloride),0.359,0.417,NA,-0.4222,0.388,1
BRD-K42573370-001-01-1,0.3589,0.3961,0.4262,-0.5975,0.3937333333333333,0
CHIR-265,0.3587,0.5093,0.6614,-0.3364,0.5098,0
32703-82-5,0.3587,0.7019,0.3978,-0.4481,0.4861333333333333,0
CHEMBL1986318,0.3586,0.5128,NA,-0.4504,0.4357,1
Tamibarotene,0.3585,0.4408,0.4019,-0.4048,0.4004,0
Oxfendazole,0.3584,0.5206,0.4391,-0.5237,0.4393666666666666,0
Radezolid,0.3584,0.3747,NA,-0.5159,0.36655,1
BP-554,0.3582,NA,0.3405,-0.4868,0.34935000000000005,1
Vidarabine,0.3582,0.4832,0.3658,-0.3693,0.40240000000000004,0
H0635_SIGMA,0.3582,0.454,0.3741,-0.4227,0.39543333333333336,0
AC1NSOND,0.358,0.5299,0.4368,-0.327,0.44156666666666666,0
TAS-301,0.3578,0.4406,NA,-0.5207,0.3992,1
BRD-K00541818,0.3577,0.6448,0.3915,-0.3328,0.4646666666666667,0
Phentermine,0.3574,0.4653,0.4681,-0.5555,0.4302666666666667,0
Sulpiride,0.3573,0.4684,0.3866,-0.5702,0.4041,0
Carmofur,0.3573,NA,0.3709,-0.3327,0.3641,1
Piretanide,0.3571,0.3513,NA,-0.4567,0.35419999999999996,1
DG-041,0.3569,0.596,NA,-0.3693,0.47645,1
Benzbromarone,0.3569,0.4763,0.6301,-0.5122,0.4877666666666667,0
CHEMBL3184547,0.3569,0.4483,NA,-0.3333,0.40259999999999996,1
Bupropion,0.3568,0.6677,NA,-0.4197,0.51225,1
altrenogest,0.3566,0.6448,0.3421,-0.6201,0.44783333333333336,0
VE-821,0.3565,0.6292,0.5074,-0.4962,0.4977,0
BRD-K21918725,0.3564,NA,0.4364,-0.392,0.3964,1
NCGC00025312-01,0.3562,0.4894,0.3304,-0.4721,0.392,0
MEGXM0_000149,0.3562,0.5237,NA,-0.4223,0.43995000000000006,1
CHEMBL1720543,0.3561,0.371,NA,-0.3537,0.36355000000000004,1
Podofilox,0.3561,0.5708,NA,-0.3366,0.46345000000000003,1
"THR1 Inhibitor, 2",0.3561,0.5481,0.3872,-0.4291,0.43046666666666666,0
XMD15-27,0.3559,0.3441,NA,-0.4105,0.35,1
AC1O8PZP,0.3559,0.3973,NA,-0.4816,0.3766,1
vicriviroc,0.3557,0.4561,NA,-0.3475,0.40590000000000004,1
Dexniguldipine,0.3557,0.4047,NA,-0.3313,0.3802,1
Coumestrol,0.3556,0.4095,NA,-0.679,0.38255,1
Mubritinib (TAK 165),0.3555,0.4104,0.3655,-0.4322,0.3771333333333333,0
SCHEMBL17857056,0.3551,0.446,0.361,-0.35,0.3873666666666667,0
SPECTRUM_000080,0.3549,0.3734,NA,-0.3902,0.36415,1
H7,0.3549,0.5815,0.4247,-0.485,0.4537,0
CHEMBL2357204,0.3549,0.4626,0.3607,-0.4635,0.3927333333333333,0
Broad-Sai-296,0.3547,0.6824,0.3949,-0.5162,0.47733333333333333,0
AKT Inhibitor IV,0.3546,0.476,0.3903,-0.3519,0.40696666666666664,0
Lexibulin,0.3545,0.5525,0.3808,-0.3346,0.4292666666666667,0
SCHEMBL17783941,0.3544,0.3428,NA,-0.4302,0.3486,1
BRD-K46503544-001-01-5,0.3544,NA,0.3955,-0.4088,0.37495,1
Lenalidomide,0.3543,0.4545,0.36,-0.3321,0.3896,0
Evodiamine,0.354,0.3662,0.3607,-0.4912,0.3603,0
BRD-K41087962,0.3539,0.4245,NA,-0.3466,0.3892,1
CHEMBL3184324,0.3537,0.362,NA,-0.3432,0.35785,1
GW843682X,0.3537,0.6522,0.6123,-0.3211,0.5394,0
Tomelukast,0.3537,0.3997,NA,-0.4089,0.37670000000000003,1
BRD-K90163207,0.3535,0.6299,NA,-0.4111,0.4917,1
Talampicillin,0.3532,0.4308,NA,-0.4705,0.392,1
SA-1922927,0.3532,NA,0.3472,-0.4343,0.3502,1
E 2012,0.3528,0.4509,0.5779,-0.3502,0.46053333333333335,0
Econazole,0.3528,0.3877,NA,-0.4879,0.37024999999999997,1
149759-96-6,0.352,0.525,0.3357,-0.4277,0.40423333333333333,0
CHEMBL2361061,0.3514,0.4219,NA,-0.4206,0.38665,1
triptolide,0.3514,0.5036,0.3319,-0.3434,0.39563333333333334,0
Calmidazolium,0.3514,0.3764,0.3614,-0.5434,0.36306666666666665,0
BRD-K34160774,0.3513,NA,0.4139,-0.4281,0.3826,1
Nesbuvir,0.3512,0.4792,0.3264,-0.4844,0.3856,0
PCL2_000472,0.3512,NA,0.3729,-0.4283,0.36205,1
LY2784544,0.3511,NA,0.3343,-0.3654,0.3427,1
BRD-K95371508,0.3511,0.397,NA,-0.565,0.37405,1
Penitrem A,0.351,0.3931,0.3825,-0.4273,0.37553333333333333,0
Arundine,0.3508,0.4341,0.3945,-0.4704,0.39313333333333333,0
RG7388,0.3508,0.4969,NA,-0.3334,0.42385,1
LY451395,0.3503,0.352,0.4012,-0.3899,0.36783333333333335,0
Chelerythrine,0.3503,0.5127,0.4065,-0.4116,0.4231666666666667,0
Halcinonide,0.3498,0.4629,NA,-0.4213,0.40635,1
Zofenopril (calcium),0.3496,0.3789,NA,-0.4411,0.36425,1
Indomethacin Morpholinylamide,0.3496,0.3421,0.4137,-0.5769,0.36846666666666666,0
Felodipine,0.3495,0.4046,NA,-0.4159,0.37705,1
MLS002699913,0.3491,0.36,NA,-0.4847,0.35455000000000003,1
BRD-K95208083,0.349,0.376,NA,-0.5203,0.3625,1
Isotretinoin,0.3489,0.3903,0.4299,-0.4302,0.3897,0
Tyrphostin 47,0.3489,0.5561,NA,-0.4387,0.4525,1
Hydroxyl,0.3487,0.4292,NA,-0.365,0.38895,1
ST007958,0.3485,NA,0.3237,-0.3749,0.33609999999999995,1
BRD-K55065943-001-01-0,0.3485,0.33,NA,-0.4299,0.33925,1
Enzalutamide,0.3484,0.5306,0.4021,-0.4132,0.4270333333333333,0
BRD-K70756309,0.3484,NA,0.4358,-0.5442,0.3921,1
BRD-K55816391,0.3484,0.4915,NA,-0.3448,0.41995,1
SB225002,0.3483,0.4779,0.3486,-0.4096,0.3916,0
Cnqx,0.3482,0.6338,NA,-0.5014,0.491,1
DIMINAZENE ACETURATE,0.3482,0.3836,0.6287,-0.4298,0.4535,0
MLS002473458,0.3481,NA,0.3278,-0.3433,0.33795,1
Ketorolac,0.3481,0.6228,0.4608,-0.4332,0.47723333333333334,0
TIE2 Kinase Inhibitor,0.348,0.6396,0.6032,-0.4461,0.5302666666666667,0
Thioguanosine,0.3479,0.4829,0.4409,-0.3329,0.4239,0
Medrysone,0.3478,0.4339,NA,-0.4906,0.39085000000000003,1
CHEMBL2355346,0.3478,0.6612,NA,-0.3547,0.5045,1
Deoxycholic acid,0.3474,0.5143,NA,-0.4144,0.43084999999999996,1
Droperidol,0.3468,0.3835,0.5424,-0.4131,0.42423333333333335,0
Cdc,0.3466,0.3649,NA,-0.3411,0.35575,1
CHEMBL2357067,0.3464,0.48,NA,-0.3772,0.4132,1
MLS001033149,0.3462,0.4398,NA,-0.3412,0.393,1
Reversine,0.3462,0.3898,0.3946,-0.3344,0.3768666666666667,0
Methocarbamol,0.346,0.6008,NA,-0.4178,0.4734,1
BRD-K41429297,0.3458,0.4559,NA,-0.455,0.40085000000000004,1
Hnha,0.3457,0.4666,NA,-0.3713,0.40615,1
Bexarotene,0.3454,0.8581,0.5753,-0.41,0.5929333333333333,0
YK 4-279,0.3454,NA,0.3941,-0.4349,0.36975,1
SCHEMBL570779,0.3448,0.5335,0.4366,-0.4219,0.43829999999999997,0
3-Aminobenzamide,0.3448,0.6462,0.3768,-0.4223,0.45593333333333336,0
CHEMBL2142684,0.3448,0.3782,NA,-0.4104,0.3615,1
Y-26763,0.3447,0.5923,0.4114,-0.4299,0.4494666666666667,0
BG-1009,0.3445,0.3577,NA,-0.4574,0.35109999999999997,1
PIK-75,0.3443,0.3559,0.3959,-0.4327,0.3653666666666667,0
CHEMBL277800,0.3443,NA,0.3674,-0.3458,0.35585,1
BRD-K90734182,0.3442,0.5248,NA,-0.4599,0.4345,1
SPECTRUM_000090,0.3441,0.4615,0.4539,-0.4147,0.41983333333333334,0
CHEMBL2140107,0.3441,0.3246,NA,-0.5736,0.33435000000000004,1
VX-745,0.3441,0.6374,0.5228,-0.4182,0.5014333333333334,0
N6022,0.3435,0.6275,0.3712,-0.4762,0.44739999999999996,0
Dantrolene-13C3,0.3435,0.4813,NA,-0.4149,0.4124,1
BRD-K40225343,0.3431,0.3535,NA,-0.4388,0.3483,1
Diazoxide,0.3429,0.6441,0.44,-0.5195,0.4756666666666667,0
MLS002232309,0.3428,0.5575,0.49370000000000003,-0.4745,0.4646666666666667,0
PF-04457845,0.3426,0.3342,NA,-0.3384,0.33840000000000003,1
PLX-4720,0.3425,0.5898,0.4246,-0.3511,0.4523,0
MLS001172197,0.3425,0.3986,0.3725,-0.526,0.37120000000000003,0
145040-37-5,0.3424,NA,0.3266,-0.3961,0.3345,1
CHEMBL1408258,0.3422,0.3517,NA,-0.4237,0.34695,1
BRD-K15392449,0.3422,NA,0.4387,-0.4097,0.39044999999999996,1
JNK-IN-2,0.3422,NA,0.4524,-0.411,0.3973,1
Quiflapon,0.342,0.7362,0.3988,-0.3572,0.49233333333333335,0
ZINC04084020,0.3417,0.3809,0.3434,-0.3826,0.35533333333333333,0
SPECTRUM_000715,0.3415,0.4644,0.3355,-0.4143,0.3804666666666667,0
Praziquantel,0.3415,0.5809,NA,-0.4495,0.4612,1
RU-24969,0.3415,0.3454,0.4794,-0.4571,0.38876666666666665,0
Meclofenamic acid,0.3413,0.5219,0.4379,-0.409,0.43370000000000003,0
BRD-K76005220,0.3412,0.3958,NA,-0.4948,0.3685,1
D-64131,0.3409,0.4447,0.4261,-0.5722,0.4039,0
"AKT Inhibitor V, Triciribine",0.3408,0.4656,0.7592,-0.3566,0.5218666666666667,0
Galantamine,0.3408,NA,0.3841,-0.3278,0.36245,1
Dolastatin 10,0.3408,0.4893,NA,-0.528,0.41505000000000003,1
[4-(Cyclohexylsulfamoyl)-2-methylphenoxy]acetic acid,0.3407,0.3276,NA,-0.4993,0.33415,1
ST056792,0.3407,0.3381,NA,-0.3255,0.33940000000000003,1
GDC-0152,0.3404,0.4579,0.3268,-0.3289,0.37503333333333333,0
Valdecoxib,0.3401,0.4708,0.4821,-0.3218,0.431,0
"Triazolothiadiazine, 8",0.34,0.4525,NA,-0.4772,0.39625,1
Apilimod,0.3398,0.5121,NA,-0.4088,0.42595,1
Pindolol,0.3397,0.4752,0.3994,-0.4649,0.40476666666666666,0
Oxaprozin,0.3394,0.5482,0.4073,-0.4208,0.4316333333333333,0
MLS000703473,0.3392,NA,0.417,-0.5319,0.3781,1
Rita,0.3389,0.4708,0.3892,-0.5324,0.39963333333333334,0
