compound,azt,nib,quine,vir,similarity,meansim,nas
AM-92016,NA,0.3874,0.454,0.339,-0.4956,0.3934666666666667,1
IN1304,NA,0.3871,0.6618,0.6388,-0.4195,0.5625666666666667,1
Spiramide,NA,0.3869,0.5489,NA,-0.3219,0.46790000000000004,2
Cidoxepin,NA,0.3868,0.61240000000000006,0.4333,-0.4103,0.47750000000000004,1
CHEMBL1555451,NA,0.3868,NA,0.3882,-0.3852,0.38749999999999996,2
Macitentan,NA,0.3865,0.5983,0.5282,-0.4099,0.5043333333333333,1
CHEMBL2135770,NA,0.3862,0.6458,0.4359,-0.4484,0.4893,1
Genz-644282,NA,0.3861,NA,0.3941,-0.3251,0.3901,2
AC1O8PYD,NA,0.386,0.6367,0.4979,-0.5041,0.5068666666666667,1
Bapta-AM,NA,0.3858,0.6161,NA,-0.4323,0.50095,2
BRD-K81646882,NA,0.385,0.5629,NA,-0.3314,0.47395,2
RS-39604,NA,0.3848,0.7228,0.5145,-0.579,0.5407,1
Dipivefrin,NA,0.3848,NA,0.5646,-0.3744,0.4747,2
ZINC01037382,NA,0.384,NA,0.7154,-0.4355,0.5497000000000001,2
CHEMBL1617615,NA,0.3836,0.5377,0.3605,-0.4545,0.42726666666666663,1
PRX-08066 Maleic acid,NA,0.3831,NA,0.5594,-0.4241,0.47125,2
AC1OAATK,NA,0.3829,0.4496,NA,-0.3693,0.41625,2
MLS002264410,NA,0.3827,0.5889,0.3824,-0.3992,0.4513333333333333,1
Sertraline HCl,NA,0.3822,0.7115,0.403,-0.4361,0.4989,1
ZINC04084020,NA,0.3819,NA,0.4021,-0.3826,0.392,2
Indomethacin Morpholinylamide,NA,0.3817,0.6841,NA,-0.5769,0.5329,2
GW305074X,NA,0.3816,0.5653,0.4475,-0.3505,0.4648,1
CHEMBL1561166,NA,0.3811,0.5842,NA,-0.396,0.48265,2
BRD-K04695623,NA,0.3803,0.5781,NA,-0.323,0.47919999999999996,2
SN-38,NA,0.3801,0.4512,NA,-0.3383,0.41564999999999996,2
BRD-K20255967,NA,0.3801,0.5666,NA,-0.361,0.47335,2
CHEMBL1513361,NA,0.3798,0.696,NA,-0.4369,0.5379,2
M-344,NA,0.3796,NA,0.445,-0.3761,0.4123,2
BRD-K90734182,NA,0.3792,0.5545,NA,-0.4599,0.46685,2
BRD-K47551852,NA,0.3792,NA,0.4483,-0.3893,0.41374999999999995,2
"9-Methyl-5H-6-thia-4,5-diaza-chrysene 6,6-dioxide",NA,0.3787,0.5882,0.5569,-0.417,0.5079333333333333,1
Palmitoyl Carnitine,NA,0.3785,0.5937,NA,-0.3978,0.4861,2
HMS2093J15,NA,0.3785,0.4009,0.4121,-0.3339,0.39716666666666667,1
BRD-K80439608,NA,0.3783,0.5727,0.4241,-0.5006,0.45836666666666664,1
Tioconazole,NA,0.3782,0.561,0.3809,-0.6167,0.44003333333333333,1
KN93,NA,0.3771,0.6931,NA,-0.3262,0.5351,2
SA-1459854,NA,0.3765,0.6033,0.3861,-0.4682,0.4553,1
Temozolomide,NA,0.3757,0.626,0.5834,-0.4193,0.5283666666666667,1
SCHEMBL17783896,NA,0.3756,0.5371,0.4464,-0.4424,0.45303333333333334,1
MLS002576689,NA,0.3747,0.6003,NA,-0.4803,0.48749999999999993,2
Cefaclor,NA,0.3744,0.5618,0.4497,-0.4481,0.46196666666666664,1
IOWH032,NA,0.3739,NA,0.5106,-0.459,0.44225000000000003,2
BRD-K77987635,NA,0.3729,0.6455,0.4146,-0.3435,0.4776666666666667,1
ML075,NA,0.3724,NA,0.4113,-0.3981,0.39185000000000003,2
CHEMBL2001494,NA,0.3719,0.5855,0.5679,-0.492,0.5084333333333333,1
Saquinavir,NA,0.3717,NA,0.4468,-0.331,0.40925,2
BRD-K86671899,NA,0.3713,0.5494,NA,-0.6312,0.46035000000000004,2
ST074627,NA,0.3711,NA,0.3936,-0.4128,0.38234999999999997,2
ZINC27646218,NA,0.3708,NA,0.3809,-0.4896,0.37585,2
Wiskostatin,NA,0.3705,0.4053,0.5365,-0.4446,0.43743333333333334,1
Phenolphthalein,NA,0.3703,0.6215,0.4833,-0.3454,0.4917,1
CHEMBL2359633,NA,0.3701,0.644,0.3478,-0.5859,0.4539666666666667,1
CHEMBL2152368,NA,0.3699,0.5669,NA,-0.4434,0.4684,2
Acetylcysteine,NA,0.3688,0.7282,0.5907,-0.433,0.5625666666666667,1
BG-1029,NA,0.3678,NA,0.4168,-0.3282,0.3923,2
BRD-K91568452,NA,0.3675,0.5658,NA,-0.3374,0.46665,2
AC1NDD0L,NA,0.3661,0.5446,0.4499,-0.4429,0.45353333333333334,1
Bifemelane,NA,0.3659,0.4004,NA,-0.4553,0.38315,2
CHEMBL2356381,NA,0.3657,0.6306,0.4211,-0.3812,0.4724666666666667,1
Duloxetine,NA,0.3655,0.538,0.4904,-0.3829,0.46463333333333334,1
Rivaroxaban,NA,0.3649,0.5725,0.6388,-0.417,0.5254,1
SUDAHWBOROXANE-UHFFFAOYSA-N,NA,0.3646,0.5604,NA,-0.4434,0.4625,2
BRD-K40997335,NA,0.3641,0.552,NA,-0.4156,0.45805,2
AC1MLYN7,NA,0.3641,0.5503,0.3628,-0.4437,0.42573333333333335,1
BRD-K10325955,NA,0.364,0.5399,NA,-0.3877,0.45195,2
BRD-K99756483,NA,0.3636,0.4331,NA,-0.4703,0.39835,2
CARGLUMIC ACID,NA,0.3625,0.6384,0.5911,-0.3668,0.5306666666666666,1
CGP 57380,NA,0.3619,0.5906,0.5503,-0.385,0.5009333333333333,1
[(Mesitylsulfonyl)amino]acetic acid,NA,0.3618,0.5743,0.339,-0.4272,0.4250333333333334,1
Thiabendazole,NA,0.3615,0.6456,0.3414,-0.4221,0.44949999999999996,1
Albuterol,NA,0.3615,0.5045,0.4704,-0.3462,0.4454666666666666,1
ALD1-H_000967,NA,0.3614,0.5498,0.4062,-0.4206,0.4391333333333333,1
BUDIPINE,NA,0.3613,0.6541,NA,-0.4128,0.5077,2
SCHEMBL2559280,NA,0.361,NA,0.5521,-0.3607,0.45655,2
EDOXUDINE,NA,0.36,NA,0.4207,-0.4577,0.39035,2
"376348-65-1, Uk-427857, uk427857",NA,0.3597,0.5603,0.4013,-0.4774,0.44043333333333334,1
BRD-K55194575,NA,0.3596,0.573,NA,-0.3691,0.46629999999999994,2
BRD-K08121566,NA,0.3593,0.5635,NA,-0.3681,0.46140000000000003,2
CHEMBL2002074,NA,0.3587,0.5737,0.4977,-0.5977,0.4767,1
Inamrinone,NA,0.3586,0.4094,0.6367,-0.3466,0.46823333333333333,1
Budesonide,NA,0.3579,0.7786,0.5506,-0.5277,0.5623666666666667,1
BRD-K48036219,NA,0.3579,0.5511,NA,-0.4168,0.4545,2
ITRACONAZOLE HYDROCHLORIDE,NA,0.3577,0.5513,0.5183,-0.5366,0.47576666666666667,1
IN1128,NA,0.3576,0.4321,NA,-0.421,0.39485,2
CEPHARANTHINE,NA,0.3574,0.4737,0.5415,-0.4555,0.45753333333333335,1
SPECTRUM_000080,NA,0.3569,NA,0.4052,-0.3902,0.38105,2
BRD-K88217904,NA,0.3569,0.566,0.3873,-0.4529,0.4367333333333333,1
AC1L5AAF,NA,0.3565,0.5848,0.631,-0.4383,0.5241,1
CHEMBL3189080,NA,0.3565,0.6463,0.3665,-0.3412,0.4564333333333333,1
BRD-K95285735,NA,0.3561,0.424,0.4975,-0.3933,0.42586666666666667,1
Prednisolone 21-hemisuccinate,NA,0.356,0.5705,0.3814,-0.4201,0.43596666666666667,1
Nafronyl,NA,0.3554,0.6568,0.6372,-0.4296,0.5498000000000001,1
Apoptosis Activator II,NA,0.3552,0.4789,NA,-0.5453,0.41705000000000003,2
Topotecan(Tpt),NA,0.3552,NA,0.7011,-0.5542,0.52815,2
SCHEMBL17497315,NA,0.355,NA,0.367,-0.4375,0.361,2
MLS002471791,NA,0.3549,0.6432,NA,-0.4685,0.49905,2
Sirtinol,NA,0.3545,NA,0.4297,-0.4797,0.3921,2
"7,8-Dihydro-l-biopterin",NA,0.354,0.6198,0.4813,-0.4394,0.4850333333333333,1
12K-612S,NA,0.3538,0.6011,0.3697,-0.4591,0.44153333333333333,1
CHEMBL2355430,NA,0.3537,0.4659,NA,-0.4714,0.4098,2
GR-79236,NA,0.3536,0.705,0.3636,-0.4341,0.47406666666666664,1
BRD-K61175124,NA,0.3534,0.5662,0.458,-0.3281,0.4592,1
Brompheniramine,NA,0.3533,0.4983,0.4797,-0.4286,0.4437666666666667,1
Protionamide,NA,0.3533,0.4365,0.4073,-0.3233,0.39903333333333335,1
SUGA2_000444,NA,0.3526,0.611,0.3389,-0.4289,0.43416666666666665,1
BRD-K46445327,NA,0.3515,0.4807,NA,-0.4261,0.4161,2
MLS002460463,NA,0.3515,0.411,0.5686,-0.4421,0.4437,1
BRD-K19331234,NA,0.351,0.5424,NA,-0.4378,0.4467,2
Fasudil,NA,0.3508,0.6305,0.3958,-0.4434,0.4590333333333333,1
Quinidine Gluconate,NA,0.3502,0.5425,0.4074,-0.3402,0.4333666666666667,1
BRD-K82881395,NA,0.3499,0.6176,NA,-0.3597,0.48375,2
BRD-K00411687,NA,0.3494,0.6336,0.4084,-0.3343,0.4638,1
MLS000773738,NA,0.3486,0.6144,0.353,-0.5852,0.43866666666666665,1
Ethaverine,NA,0.3486,NA,0.3864,-0.4832,0.36750000000000005,2
SPECTRUM_000090,NA,0.3484,NA,0.4888,-0.4147,0.41859999999999997,2
Verteporfin,NA,0.3483,0.5081,0.4389,-0.3212,0.4317666666666667,1
T-0156,NA,0.3481,0.6021,0.4831,-0.4365,0.4777666666666667,1
BRD-K21913257,NA,0.3476,NA,0.391,-0.439,0.3693,2
Enclomiphene,NA,0.3476,0.727,0.4801,-0.3229,0.5182333333333333,1
BRD-K54247306,NA,0.3475,0.6314,NA,-0.6309,0.48944999999999994,2
Quinelorane,NA,0.3475,0.7355,0.4632,-0.4587,0.5154,1
MAYBRIDGE4_001964,NA,0.3474,0.7097,0.4099,-0.4355,0.489,1
BRD-K52184420,NA,0.3472,0.5772,0.4274,-0.4123,0.4506,1
AK-778/12434114,NA,0.3472,0.5859,0.5039,-0.3436,0.479,1
Flufenamic acid,NA,0.3471,0.7335,NA,-0.5686,0.5403,2
Tomelukast,NA,0.3467,0.6977,0.4195,-0.4089,0.48796666666666666,1
"D,L Carbidopa",NA,0.3467,0.6113,0.4214,-0.4248,0.4598,1
BRD-K73336648,NA,0.3461,0.6759,0.3896,-0.4656,0.4705333333333333,1
SA-247508,NA,0.346,0.6,NA,-0.448,0.473,2
JNK-IN-2,NA,0.3458,0.4888,0.7001,-0.411,0.5115666666666666,1
Diflorasone Diacetate,NA,0.3457,0.6075,0.3727,-0.4083,0.4419666666666667,1
Procaterol,NA,0.3454,0.7407,0.6324,-0.3674,0.5728333333333333,1
BRD-K78559095,NA,0.3449,NA,0.6552,-0.4635,0.50005,2
CHEMBL2356652,NA,0.3446,NA,0.4316,-0.4255,0.3881,2
BI 78D3,NA,0.3445,0.6263,0.38,-0.4167,0.45026666666666665,1
CHEMBL3186245,NA,0.3443,NA,0.5664,-0.4124,0.45535000000000003,2
BRD-K88899793,NA,0.3441,0.6218,NA,-0.524,0.48295,2
Honokiol,NA,0.3437,0.503,NA,-0.3789,0.42335,2
Lamivudine,NA,0.3436,0.5795,0.5296,-0.444,0.48423333333333335,1
BRD-K46587586,NA,0.3429,NA,0.3874,-0.5737,0.36515,2
Bepotastine Besilate,NA,0.3424,0.544,NA,-0.4416,0.44320000000000004,2
SU4312,NA,0.3416,NA,0.4435,-0.3434,0.39255,2
BRD-K00150267,NA,0.3415,NA,0.6442,-0.4856,0.49285,2
DASA-58,NA,0.3415,0.4148,0.5419,-0.4583,0.43273333333333336,1
NSC126859,NA,0.3407,0.6671,0.3531,-0.47,0.45363333333333333,1
979-32-8,NA,0.3402,0.5558,NA,-0.4234,0.44799999999999995,2
Arvanil,NA,0.3396,0.4994,0.5621,-0.4604,0.46703333333333336,1
BRD-K98437249,NA,0.3395,0.5475,NA,-0.5042,0.4435,2
"1-(2,6-Dichlorobenzylideneamino)guanidine",NA,0.3392,0.6961,0.4871,-0.3589,0.5074666666666667,1
RG 13022,NA,0.3389,0.7021,0.4413,-0.3598,0.4941,1
MY 5445,NA,0.3389,0.5676,0.363,-0.4256,0.42316666666666664,1
CHEMBL3605602,NA,0.3383,0.6917,NA,-0.3244,0.515,2
BRD-K10779199,NA,0.338,0.4445,NA,-0.5627,0.39125,2
NSC667463,NA,0.3379,0.5898,0.349,-0.4199,0.42556666666666665,1
SCHEMBL2704865,NA,0.3377,NA,0.4644,-0.349,0.40105,2
Phenazopyridine,NA,0.3372,0.5344,0.4077,-0.3405,0.42643333333333333,1
BRD-K46088987,NA,0.3365,0.5712,NA,-0.3446,0.45385000000000003,2
AC1MTJVV,NA,0.3363,0.5643,NA,-0.4531,0.45030000000000003,2
MLS002699435,NA,0.3362,NA,0.4564,-0.4439,0.3963,2
FPA1_000112,NA,0.3362,0.4026,NA,-0.4297,0.3694,2
CHEMBL3400874,NA,0.3358,0.7273,0.4327,-0.4273,0.4986,1
CHEMBL73824,NA,0.3356,0.6055,NA,-0.4394,0.47055,2
BRD-K01608965,NA,0.335,NA,0.4557,-0.4161,0.39535,2
SMR000031475,NA,0.335,NA,0.4069,-0.4713,0.37095,2
BRD-K86619642,NA,0.3345,NA,0.5589,-0.6757,0.4467,2
TH02453-036-P1,NA,0.3345,0.5926,0.5674,-0.572,0.4981666666666667,1
BRD-K82185908,NA,0.3345,0.6394,NA,-0.355,0.48695,2
AO-343/41780842,NA,0.3342,0.6118,0.3856,-0.4772,0.4438666666666667,1
PRE-084,NA,0.3342,0.6097,0.6055,-0.4796,0.5164666666666666,1
Tetrahydrouridine,NA,0.3339,0.6147,0.407,-0.4286,0.45186666666666664,1
AG490,NA,0.3335,0.6346,0.4076,-0.4738,0.4585666666666667,1
LY 278584,NA,0.3334,0.5664,0.469,-0.5394,0.45626666666666665,1
BRD-K41700431,NA,0.3334,NA,0.3711,-0.3849,0.35224999999999995,2
Fluticasone,NA,0.3328,0.6617,0.3707,-0.4615,0.4550666666666666,1
testosterone,NA,0.3326,0.4862,0.6228,-0.3775,0.48053333333333337,1
BRD-K77750380,NA,0.3322,0.7271,0.3467,-0.4166,0.4686666666666667,1
HG-5-88-01,NA,0.332,0.5621,0.5072,-0.3347,0.4671,1
SCHEMBL13888951,NA,0.3315,0.6725,0.4668,-0.4301,0.4902666666666667,1
Naftifine,NA,0.3314,0.5727,0.3643,-0.4102,0.4228,1
CHEMBL2356468,NA,0.3313,NA,0.3907,-0.3255,0.361,2
STK568087,NA,0.3311,0.4472,0.5656,-0.4927,0.4479666666666667,1
BRD-K31175437,NA,0.331,0.6298,0.4657,-0.4213,0.47550000000000003,1
BRD-K95090559,NA,0.3307,0.4391,0.3398,-0.5919,0.3698666666666667,1
CHEMBL1991045,NA,0.3304,0.6492,NA,-0.4995,0.4898,2
"PD-168,077",NA,0.3301,0.6115,0.4122,-0.4129,0.4512666666666667,1
BRD-K55065943-001-01-0,NA,0.3301,NA,0.3568,-0.4299,0.34345000000000003,2
Phentolamine,NA,0.33,NA,0.54990000000000006,-0.4598,0.43995000000000006,2
Doxylamine,NA,0.3298,0.7685,NA,-0.42,0.54915,2
8-Methoxymethyl-ibmx,NA,0.3297,0.5888,NA,-0.453,0.45925,2
Mesoridazine,NA,0.3293,0.7416,0.6105,-0.4105,0.5604666666666667,1
AC1LIQPX,NA,0.3293,0.5592,0.4334,-0.4548,0.4406333333333333,1
BRD-K03113036-001-01-9,NA,0.3291,0.4032,0.4774,-0.3614,0.40323333333333333,1
AVN-944,NA,0.3288,0.4629,0.391,-0.4928,0.3942333333333333,1
Alexidine,NA,0.3288,NA,0.5701,-0.3622,0.44945,2
BRD-K41668190,NA,0.3286,NA,0.5399,-0.4205,0.43425,2
CHEMBL2142684,NA,0.3276,0.659,0.4056,-0.4104,0.4640666666666667,1
BRD-K54636101,NA,0.3275,0.6331,0.3656,-0.6945,0.44206666666666666,1
MAYBRIDGE4_003236,NA,0.3273,0.6044,NA,-0.4855,0.46585,2
ST50764508,NA,0.3273,0.6544,0.3913,-0.5407,0.45766666666666667,1
BRD-K89961851,NA,0.3273,0.5711,0.3535,-0.3356,0.4173,1
Pantoprazole,NA,0.327,0.6121,0.5905,-0.5736,0.5098666666666667,1
Edrophonium,NA,0.3269,0.6868,NA,-0.4954,0.50685,2
Ziprasidone,NA,0.3267,0.4318,0.5856,-0.4531,0.44803333333333334,1
MLS002276498,NA,0.326,0.5677,NA,-0.7341,0.44684999999999997,2
MK-8245,NA,0.326,0.6792,0.4758,-0.4366,0.4936666666666667,1
CHEMBL2358401,NA,0.3259,0.615,0.3983,-0.4296,0.4464,1
BRD-K33928422,NA,0.3259,0.6017,NA,-0.4506,0.4638,2
Dubinidine,NA,0.3259,0.4416,NA,-0.5152,0.38375000000000004,2
NCGC00092314-01,NA,0.3257,0.5933,NA,-0.3544,0.4595,2
BRD-K88318034,NA,0.3256,0.6517,NA,-0.3553,0.48865,2
MLS003221406,NA,0.3253,NA,0.3702,-0.5602,0.34775,2
AC1O9CB0,NA,0.3252,0.554,NA,-0.3909,0.4396,2
BRD-K11359987,NA,0.3251,0.579,NA,-0.5242,0.45204999999999995,2
Phenformin,NA,0.325,0.6691,0.5815,-0.5247,0.5252,1
CHEMBL2361748,NA,0.3244,0.4637,0.5051,-0.4678,0.43106666666666665,1
Vortioxetine (Lu AA21004) HBr,NA,0.3242,0.5087,0.4357,-0.3664,0.42286666666666667,1
nicardipine,NA,0.324,0.6462,NA,-0.5928,0.4851,2
Raltitrexed,NA,0.3238,NA,0.5561,-0.333,0.43995,2
PCL2_000101,NA,0.3238,0.7517,NA,-0.3273,0.53775,2
MLS003128807,NA,0.3236,0.5379,NA,-0.5775,0.43075,2
BRD-K86112430,NA,0.3234,0.6295,NA,-0.3571,0.47645,2
VU0424182-2,NA,0.3234,0.5418,NA,-0.4485,0.4326,2
BRD-K00199686,NA,0.3231,0.5013,0.5629,-0.4652,0.4624333333333333,1
"Betamethasone 17,21-dipropionate",NA,0.323,0.7025,0.6387,-0.3519,0.5547333333333333,1
Olopatadine,NA,0.323,0.6198,NA,-0.8402,0.47140000000000004,2
CHEMBL2181097,NA,0.3229,0.623,0.4276,-0.6954,0.4578333333333333,1
BRD-K82071478,NA,0.3224,NA,0.5208,-0.7074,0.42160000000000003,2
BRD-K48619543,NA,0.3218,0.6274,NA,-0.6982,0.47459999999999997,2
Plumbagin,NA,0.3215,0.6012,NA,-0.4249,0.46135,2
BRD-K19011062,NA,0.3213,NA,0.3881,-0.4154,0.3547,2
Chlorpropamide,NA,0.3213,0.6785,0.4554,-0.4127,0.48506666666666665,1
LE 300,NA,0.3211,NA,0.4688,-0.4625,0.39495,2
Mesalamine,NA,0.321,0.6024,0.3647,-0.4228,0.4293666666666667,1
SA-1922975,NA,NA,0.7584,0.3479,-0.4204,0.55315,2
Ammonium Glycyrrhizinate,NA,NA,0.7324,0.6593,-0.5306,0.6958500000000001,2
Trimethoprim,NA,NA,0.7147,0.4221,-0.4866,0.5684,2
STOCK1S-03920,NA,NA,0.7042,0.5428,-0.3786,0.6234999999999999,2
Cephalexin,NA,NA,0.669,0.4361,-0.4196,0.55255,2
BRD-K65404805-001-01-6,NA,NA,0.6483,0.4242,-0.5215,0.53625,2
BRD-K00486725,NA,NA,0.6373,0.6064,-0.3356,0.62185,2
Tofacitinib (CP-690550) Citrate,NA,NA,0.6369,0.3493,-0.4111,0.4931,2
282089-49-0,NA,NA,0.6309,0.7784,-0.5017,0.70465,2
MLS001060813,NA,NA,0.6275,0.5179,-0.4628,0.5727,2
MLS002703292,NA,NA,0.6254,0.377,-0.5188,0.5012,2
BD-1047,NA,NA,0.6231,0.467,-0.5286,0.54505,2
Hoechst 33258,NA,NA,0.6206,0.4621,-0.4027,0.54135,2
BRD-K57064803,NA,NA,0.6186,0.5528,-0.7546,0.5857,2
CANAGLIFLOZIN,NA,NA,0.603,0.5185,-0.3497,0.56075,2
ST51005413,NA,NA,0.597,0.4409,-0.4377,0.51895,2
9-Epiquinine,NA,NA,0.5959,0.4619,-0.5661,0.5288999999999999,2
BRD-K92604082,NA,NA,0.5946,0.3394,-0.3889,0.46699999999999997,2
BRD-A62647958,NA,NA,0.5857,0.549,-0.4767,0.56735,2
Sarsasapogenin,NA,NA,0.5857,0.559,-0.4851,0.57235,2
Mesulergine,NA,NA,0.5849,0.3739,-0.4301,0.4794,2
Dopamine,NA,NA,0.5782,0.7107,-0.3365,0.64445,2
SMR000178575,NA,NA,0.5769,0.4827,-0.5218,0.5298,2
SMR000082310,NA,NA,0.568,0.5449,-0.5595,0.55645,2
Carbinoxamine,NA,NA,0.5617,0.3803,-0.6121,0.471,2
JX401,NA,NA,0.5604,0.3576,-0.4214,0.45899999999999996,2
BRD-K70918484,NA,NA,0.5584,0.374,-0.3996,0.4662,2
phylloquinone,NA,NA,0.5578,0.3733,-0.3233,0.46555,2
Laropiprant,NA,NA,0.5503,0.3983,-0.6606,0.4743,2
Dolasetron,NA,NA,0.54990000000000006,0.5354,-0.6257,0.5426500000000001,2
RO-3306,NA,NA,0.5488,0.3974,-0.463,0.47309999999999997,2
Reboxetine mesylate,NA,NA,0.5457,0.3837,-0.5435,0.4647,2
VILAZODONE HYDROCHLORIDE,NA,NA,0.5389,0.657,-0.478,0.59795,2
CHEMBL566899,NA,NA,0.5348,0.543,-0.4117,0.5389,2
Sufentanil,NA,NA,0.5277,0.5579,-0.4144,0.5428,2
Xylazine,NA,NA,0.5263,0.3671,-0.3257,0.4467,2
MLS003129663,NA,NA,0.5121,0.5961,-0.3222,0.5541,2
Zaldaride,NA,NA,0.5112,0.4205,-0.5158,0.46585,2
BRD-K56130969,NA,NA,0.5095,0.5463,-0.4735,0.5279,2
AC1NQ6YI,NA,NA,0.5083,0.4254,-0.4694,0.46685,2
TAK-875,NA,NA,0.5064,0.478,-0.4979,0.49219999999999997,2
GSK 3BETA Inhibitor VIII,NA,NA,0.5049,0.3613,-0.4221,0.43310000000000004,2
CHEMBL1982510,NA,NA,0.5048,0.4938,-0.4661,0.4993,2
Estramustine phosphate sodium,NA,NA,0.4994,0.5532,-0.4232,0.5263,2
Haloperidol,NA,NA,0.4946,0.425,-0.4159,0.4598,2
MLS003179193,NA,NA,0.4943,0.5153,-0.4554,0.5048,2
BRD-A36275421,NA,NA,0.4938,0.5317,-0.458,0.51275,2
T5285107,NA,NA,0.4912,0.3475,-0.3491,0.41935,2
BRD-K64062072,NA,NA,0.4887,0.4452,-0.4096,0.46695,2
BRD-K75023015,NA,NA,0.4879,0.4436,-0.4243,0.46575,2
BRD-K36462169,NA,NA,0.4864,0.4381,-0.4098,0.46225,2
Flurandrenolide,NA,NA,0.483,0.3666,-0.3639,0.42479999999999996,2
CHEMBL2130605,NA,NA,0.4821,0.5776,-0.4255,0.5298499999999999,2
Indoprofen,NA,NA,0.4818,0.5169,-0.51,0.49935,2
SCHEMBL16226068,NA,NA,0.4739,0.4672,-0.3544,0.47055,2
BRD-K90610876,NA,NA,0.4703,0.4645,-0.4278,0.46740000000000004,2
CHEMBL1868011,NA,NA,0.4688,0.3847,-0.4295,0.42674999999999996,2
STK721917,NA,NA,0.4581,0.5493,-0.3214,0.5037,2
GSK1292263,NA,NA,0.4577,0.6843,-0.543,0.571,2
MBX-2982,NA,NA,0.4523,0.5357,-0.5368,0.494,2
Merbarone,NA,NA,0.4507,0.4846,-0.462,0.46765,2
Eugenitol,NA,NA,0.4507,0.486,-0.4833,0.46835,2
Tracazolate,NA,NA,0.4496,0.3459,-0.3937,0.39775,2
Fosinopril,NA,NA,0.4474,0.9076,-0.6123,0.6775,2
BRD-K00918977,NA,NA,0.4462,0.3838,-0.3333,0.415,2
BRD-K69096174,NA,NA,0.4459,0.4661,-0.4202,0.456,2
ARMODAFINIL,NA,NA,0.4457,0.3576,-0.543,0.40164999999999995,2
Mizolastine,NA,NA,0.4429,0.4747,-0.4246,0.4588,2
Aniracetam,NA,NA,0.4427,0.5092,-0.5962,0.47595,2
"1,3-Dipropyl-8-cyclopentylxanthine",NA,NA,0.4424,0.7914,-0.462,0.6169,2
Empagliflozin (BI 10773),NA,NA,0.4416,0.4314,-0.4185,0.4365,2
Emedastine,NA,NA,0.4412,0.901,-0.5712,0.6711,2
"Forskolin, NKH477",NA,NA,0.439,0.3739,-0.3932,0.40645,2
MLS002607715,NA,NA,0.4348,0.4323,-0.5119,0.43355,2
(+)-SK&F 10047 hydrochloride,NA,NA,0.4345,0.4852,-0.6007,0.45985,2
MLS003126520,NA,NA,0.4343,0.5551,-0.4225,0.49470000000000003,2
BRD-K47724214,NA,NA,0.4339,0.4978,-0.4107,0.46585,2
UK 383367,NA,NA,0.4329,0.4105,-0.5375,0.42169999999999996,2
BRD-K00663349,NA,NA,0.4323,0.5333,-0.4619,0.4828,2
"N-{3-[(4-methoxyphenyl)amino]-1,4-dioxo-1,4-dihydronaphthalen-2-yl}acetamide",NA,NA,0.4317,0.5342,-0.4345,0.48295,2
BRD-K63828515,NA,NA,0.4298,0.4222,-0.4189,0.42600000000000005,2
BRD-A73513677,NA,NA,0.4287,0.5978,-0.3222,0.51325,2
ALD1-H_001031,NA,NA,0.4256,0.3568,-0.477,0.3912,2
CHEMBL3400875,NA,NA,0.425,0.4194,-0.4694,0.4222,2
CHEMBL1900088,NA,NA,0.4243,0.532,-0.3261,0.47815,2
AK-968/41923934,NA,NA,0.4229,0.5977,-0.4502,0.5103,2
Trimipramine,NA,NA,0.4208,0.4927,-0.5093,0.45675,2
"VX-222 (VCH-222, Lomibuvir)",NA,NA,0.4205,0.35,-0.5112,0.38525,2
AC1O7M2R,NA,NA,0.4174,0.3457,-0.3261,0.38155,2
BRD-K80598371,NA,NA,0.417,0.4694,-0.369,0.4432,2
SJ 172550,NA,NA,0.4167,0.5916,-0.4955,0.50415,2
BRD-K95033227,NA,NA,0.4152,0.3917,-0.4654,0.40345,2
Zofenopril (calcium),NA,NA,0.4149,0.431,-0.4411,0.42295,2
ALDA 1,NA,NA,0.4128,0.4657,-0.4657,0.43925000000000003,2
UNC 669,NA,NA,0.4122,0.5183,-0.4152,0.46525,2
PF-04620110,NA,NA,0.4105,0.4376,-0.417,0.42405,2
MLS000534605,NA,NA,0.4102,0.4724,-0.4001,0.4413,2
AC1N39OF,NA,NA,0.4095,0.4709,-0.4961,0.4402,2
(3-Chlorophenyl)[4-(7-chloroquinolin-4-yl)piperazin-1-yl]methanone,NA,NA,0.4086,0.346,-0.4971,0.37729999999999997,2
Mofezolac,NA,NA,0.4085,0.3499,-0.538,0.3792,2
IB-MECA,NA,NA,0.4082,0.4167,-0.4648,0.41245,2
NXY 059,NA,NA,0.4082,0.4386,-0.4887,0.4234,2
Clemizole,NA,NA,0.4067,0.6471,-0.5052,0.5269,2
Lersivirine,NA,NA,0.4063,0.7993,-0.4139,0.6028,2
Lisofylline,NA,NA,0.4062,0.6069,-0.4128,0.5065500000000001,2
SMR000068650,NA,NA,0.4061,0.4758,-0.6238,0.44095,2
Cholic acid,NA,NA,0.4052,0.605,-0.4126,0.5051,2
BRD-A77864279,NA,NA,0.4015,0.5759,-0.4176,0.4887,2
BRD-K43256821,NA,NA,0.3974,0.4238,-0.4796,0.41059999999999997,2
MILNACIPRAN HYDROCHLORIDE,NA,NA,0.3971,0.8049,-0.4398,0.601,2
Talnetant,NA,NA,0.3969,0.4283,-0.5877,0.41259999999999997,2
QL-X-138,NA,NA,0.3967,0.3877,-0.4755,0.3922,2
YS-035,NA,NA,0.3957,0.3711,-0.4269,0.38339999999999996,2
BRD-K99718824,NA,NA,0.3948,0.3711,-0.481,0.38295,2
