compound,los,nib,quine,vir,similarity,meansim,nas
Amiodarone,0.5263,0.6089,0.4953,0.3431,-0.3262,0.4934,0
HE044657,0.5263,NA,0.3739,0.3626,-0.4273,0.4209333333333333,1
MLS002703104,0.5262,NA,0.547,NA,-0.3635,0.5366,2
MLS000046849,0.5259,NA,0.5249,0.3598,-0.5838,0.4702,1
Fluorouracil,0.5258,NA,0.3745,NA,-0.4158,0.45015000000000005,2
BRD-K93577185,0.5257,NA,0.4039,NA,-0.4877,0.4648,2
BRD-K55194575,0.5257,NA,0.5381,NA,-0.3691,0.5319,2
"4,6-Dimethyl-n-phenylquinolin-2-amine",0.5255,NA,0.3787,0.3934,-0.4303,0.4325333333333333,1
CHEMBL2355034,0.5254,0.4779,0.5056,NA,-0.4124,0.5029666666666667,1
BRD-K61175124,0.5251,0.5682,0.3945,NA,-0.3281,0.49593333333333334,1
RO10-5824,0.525,NA,0.336,0.3371,-0.4327,0.3993666666666667,1
CHEMBL2361430,0.5249,0.3636,0.4453,NA,-0.5549,0.4446,1
Resveratrol,0.5249,0.3906,0.608,0.4275,-0.3317,0.48775,0
BRD-K95285735,0.5249,NA,0.4875,NA,-0.3933,0.5062,2
Roxatidine Acetate,0.5248,NA,0.6095,0.438,-0.418,0.5241,1
Ovasterol-beta,0.5247,0.4771,NA,0.3617,-0.3449,0.4545,1
Broad-Sai-609,0.5246,NA,0.5313,NA,-0.4139,0.5279499999999999,2
BRD-K37167897,0.5245,NA,0.4204,NA,-0.6049,0.47245,2
MLS001032825,0.5243,0.3513,0.3685,NA,-0.4354,0.4147,1
4-Deoxyuridine,0.5242,0.3711,0.6489,0.5585,-0.3266,0.525675,0
CHEMBL2333339,0.5242,NA,0.4287,NA,-0.4921,0.47645000000000004,2
CHEMBL2361061,0.524,NA,0.6286,0.3263,-0.4206,0.49296666666666666,1
Argatroban,0.5237,NA,NA,0.3922,-0.3301,0.45795,2
MLS003337114,0.5236,NA,NA,0.4051,-0.458,0.46435,2
ML213,0.5235,NA,0.4131,0.4097,-0.4436,0.44876666666666665,1
Tyrphostin AG 879,0.5234,0.3833,0.4889,NA,-0.3351,0.4652,1
Clofarabine,0.5234,0.4788,0.4073,0.5754,-0.3252,0.496225,0
Rupatadine Fumarate,0.5231,0.3359,0.6616,0.4781,-0.4057,0.499675,0
CHEMBL493153,0.523,NA,0.3975,NA,-0.3374,0.46025000000000005,2
ALD1-H_001117,0.523,NA,0.5082,NA,-0.5454,0.5156000000000001,2
Netupitant,0.5229,0.5321,0.7718,0.4099,-0.3464,0.559175,0
ZIDOVUDINE [AZT],0.5229,0.4519,0.4784,0.7514,-0.5074,0.55115,0
Pirenperone,0.5229,NA,0.4887,0.4377,-0.4289,0.48310000000000003,1
Penciclovir,0.5229,0.4151,0.3351,0.4548,-0.4204,0.431975,0
"ICI 182,780",0.5226,NA,0.4308,0.4567,-0.3376,0.4700333333333333,1
Mometasone Furoate,0.522,0.3617,0.3935,NA,-0.3705,0.42573333333333335,1
SMR000068650,0.5219,NA,0.4313,0.3781,-0.6238,0.4437666666666667,1
Acamprosate,0.5218,NA,0.4896,NA,-0.5436,0.5057,2
GW 405833,0.5216,0.5012,0.4958,0.5666,-0.3393,0.5213,0
MLS000094939,0.5216,0.4464,0.393,NA,-0.3579,0.45366666666666666,1
Palomid 529 (P529),0.5216,NA,NA,0.3677,-0.4563,0.44465,2
SCHEMBL6468298,0.5215,NA,NA,0.372,-0.4512,0.44675,2
BRD-A69421747,0.5215,0.3357,NA,NA,-0.4412,0.4286,2
Parbendazole,0.5215,NA,0.4007,0.3726,-0.4222,0.4316,1
10-{3-[4-(2-Chloroethyl)piperazin-1-yl]propyl}-2-(trifluoromethyl)-10H-phenothiazine,0.5215,NA,0.5473,0.5571,-0.4221,0.5419666666666667,1
Valdecoxib,0.5214,0.4705,0.4572,0.4546,-0.3218,0.475925,0
YK 4-279,0.5214,NA,0.4624,0.3806,-0.4349,0.4548,1
Idelalisib,0.5214,0.335,0.4918,0.4184,-0.3386,0.44165,0
SCHEMBL12187882,0.5214,NA,0.4306,0.3696,-0.3216,0.44053333333333333,1
SMR001317717,0.5213,NA,0.39,NA,-0.5191,0.45565,2
AC1O8PYD,0.5212,NA,0.5067,0.3723,-0.5041,0.46673333333333333,1
Siguazodan,0.5212,NA,0.5244,0.3308,-0.6947,0.4588,1
"3,4,5-Trimethoxybenzoic acid",0.521,NA,0.3876,NA,-0.4597,0.45430000000000004,2
"L-161,982",0.521,NA,0.5706,NA,-0.4321,0.5458000000000001,2
BRD-K61431779,0.5206,NA,0.4615,NA,-0.4308,0.49105,2
Econazole,0.5206,0.365,0.3987,0.3689,-0.4879,0.4133,0
BRD-K46791751,0.5206,NA,0.4718,0.3775,-0.4636,0.45663333333333334,1
MLS002554296,0.5206,NA,0.3892,0.3956,-0.4175,0.4351333333333333,1
rifampicin,0.5205,0.6221,0.475,0.6457,-0.3346,0.565825,0
MLS003329222,0.5205,NA,0.5017,NA,-0.461,0.5111,2
BRD-K27732957,0.5205,NA,0.3943,NA,-0.4489,0.4574,2
BRD-K76856691,0.5201,NA,0.4692,0.3885,-0.4476,0.45926666666666666,1
Fenoterol,0.5199,NA,0.3966,0.5731,-0.4366,0.4965333333333334,1
BRD-K68765796-001-01-8,0.5198,0.4099,0.4052,0.3855,-0.4484,0.43010000000000004,0
"N-(3-Fluoro-4-((7-methoxyquinolin-4-yl)oxy)phenyl)-1-(2-hydroxy-2-methylpropyl)-5-methyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazole-4-carboxamide",0.5198,NA,0.5965,0.4654,-0.4122,0.5272333333333333,1
AZD8931 (Sapitinib),0.5198,NA,0.4754,0.4341,-0.4213,0.4764333333333333,1
"NG,NG-Dimethyl-L-arginine, Dihydrochloride",0.5198,0.3539,0.3788,0.5011,-0.3328,0.4384,0
MLS003130365,0.5198,NA,0.5345,NA,-0.5123,0.52715,2
CHEMBL2144294,0.5197,NA,NA,0.4191,-0.358,0.46940000000000004,2
BRD-K61001510,0.5196,NA,0.4046,0.3566,-0.5344,0.42693333333333333,1
MLS003129247,0.5195,0.3535,0.4511,NA,-0.5073,0.44136666666666663,1
Efavirenz,0.5194,NA,0.3811,NA,-0.4339,0.45025,2
Alectinib,0.5194,NA,0.4363,0.3946,-0.321,0.4501,1
MLS002729057,0.5192,0.3942,NA,0.3492,-0.3382,0.42086666666666667,1
Delcorine,0.5191,NA,0.4571,0.4123,-0.4966,0.4628333333333333,1
BAS 08302902,0.5191,NA,0.5233,0.3264,-0.4556,0.45626666666666665,1
Anastrozole,0.519,0.3302,NA,0.3719,-0.6542,0.40703333333333336,1
SA-243929,0.5187,NA,NA,0.3342,-0.4886,0.42645,2
Carbacyclin,0.5186,NA,0.521,0.44,-0.3748,0.49319999999999997,1
Prednicarbate,0.5185,NA,0.3716,0.3351,-0.3306,0.4084,1
TIMONACIC,0.5185,NA,0.5096,NA,-0.3243,0.51405,2
AZD7545,0.5184,NA,0.6072,0.5969,-0.3389,0.5741666666666666,1
Reserpine,0.5184,0.4797,0.4616,0.524,-0.4123,0.495925,0
Pravastatin,0.518,0.3447,0.3843,0.4325,-0.5128,0.419875,0
CHEMBL1950303,0.5179,NA,0.4457,0.4388,-0.4473,0.4674666666666667,1
CHEMBL2134949,0.5179,0.3961,0.4673,0.3514,-0.4222,0.433175,0
"4-(3-Ethyl[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)aniline",0.5177,0.4643,NA,0.4752,-0.3698,0.48573333333333335,1
Doxylamine,0.5176,NA,0.3766,0.3465,-0.42,0.41356666666666664,1
Praziquantel,0.5176,0.3292,0.5313,0.4899,-0.4495,0.46699999999999997,0
Allopurinol,0.5175,0.3382,0.3455,NA,-0.3297,0.4004,1
BCL-2 Inhibitor,0.5175,NA,0.3816,0.381,-0.3973,0.42669999999999997,1
BRD-K88217904,0.5175,NA,0.41,NA,-0.4529,0.46375,2
Desoxymetasone,0.5175,NA,0.4088,0.4592,-0.3652,0.4618333333333333,1
VU0366037-2,0.5169,NA,0.5396,0.3672,-0.6102,0.4745666666666667,1
Omecamtiv mecarbil (CK-1827452),0.5168,NA,0.4249,0.6439,-0.3646,0.5285333333333333,1
"Tazac, Axid, Axid Ar, Nizatidine",0.5167,NA,0.5336,NA,-0.4813,0.52515,2
MLS002264434,0.5167,0.3646,0.4816,NA,-0.37,0.4543,1
Scriptaid,0.5167,0.3955,0.6001,0.3764,-0.3448,0.472175,0
BRD-K08878345,0.5167,0.4451,0.4284,0.4666,-0.3241,0.4642,0
CHEMBL2361748,0.5166,NA,0.4722,0.3641,-0.4678,0.4509666666666666,1
MLS002703076,0.5165,NA,0.6123,0.3319,-0.3351,0.48689999999999994,1
BRD-K97955841,0.5165,NA,0.3704,0.3412,-0.3287,0.40936666666666666,1
CHEMBL2362396,0.5163,NA,0.4535,NA,-0.4452,0.4849,2
Guanadrel,0.5162,NA,0.4527,0.3854,-0.4288,0.45143333333333335,1
CHEMBL566722,0.5162,NA,0.361,NA,-0.3726,0.4386,2
Sertindole,0.5162,0.593,0.4757,0.3928,-0.3247,0.494425,0
BRD-K42197878,0.5161,0.3688,NA,NA,-0.3359,0.44245,2
Metaxalone,0.5161,NA,0.4571,NA,-0.4803,0.48660000000000003,2
HSCI1_000313,0.5161,NA,0.5618,NA,-0.4229,0.53895,2
UNII-CVL1685GPH,0.516,NA,0.4543,0.3942,-0.3437,0.4548333333333333,1
BRD-K10327449,0.5159,NA,0.3389,NA,-0.5604,0.4274,2
BRD-K16128171,0.5159,0.5021,0.4703,0.3304,-0.3435,0.454675,0
Latrunculin B,0.5157,0.3982,0.4114,0.3756,-0.3239,0.425225,0
Dihydrosphingosine,0.5156,NA,0.5521,0.3758,-0.4364,0.4811666666666667,1
Benzbromarone,0.5152,0.4494,0.4361,0.3828,-0.5122,0.445875,0
Parachlorophenol,0.5152,NA,0.463,0.3756,-0.4218,0.45126666666666665,1
BRD-K86755654,0.5149,NA,0.4072,NA,-0.3719,0.46105,2
SMR000130044,0.5148,NA,NA,0.3891,-0.6269,0.45195,2
ML131,0.5148,NA,0.3633,NA,-0.6094,0.43905000000000005,2
MLS000589843,0.5148,0.3528,NA,NA,-0.3656,0.4338,2
BRD32048,0.5146,NA,0.4143,0.4057,-0.4131,0.44486666666666663,1
Liranaftate,0.5146,NA,0.4243,NA,-0.3655,0.46945,2
BTS 54-505 hydrochloride,0.5145,NA,0.3677,0.3911,-0.4867,0.42443333333333333,1
BRD-K93845141,0.5145,NA,0.5171,0.3588,-0.4132,0.46346666666666664,1
GNF-PF-2272,0.5145,0.4355,0.521,0.3583,-0.4828,0.457325,0
CHEMBL2134189,0.5145,0.3747,0.4572,0.352,-0.4653,0.4246,0
BRD-K73336648,0.5144,NA,0.4492,NA,-0.4656,0.4818,2
CHEMBL262079,0.5142,NA,0.4779,0.4319,-0.4878,0.4746666666666667,1
Indigo Red,0.5141,0.3604,0.3767,0.5547,-0.4417,0.45147499999999996,0
BRD-K27151060,0.5139,NA,0.4779,0.3685,-0.3364,0.45343333333333335,1
Indolophenanthridine,0.5139,NA,0.4802,0.3456,-0.3346,0.44656666666666667,1
17-DMAG (Alvespimycin) HCl,0.5138,NA,0.407,NA,-0.3263,0.46040000000000003,2
Toremifene,0.5138,0.6232,0.6375,0.4227,-0.4399,0.5493,0
Metoprolol,0.5137,NA,0.5001,0.4201,-0.4095,0.47796666666666665,1
Pyridostigmine,0.5137,NA,0.3628,0.4631,-0.3357,0.44653333333333334,1
NCGC00167821-01,0.5134,NA,0.4458,NA,-0.4258,0.47959999999999997,2
Pimecrolimus,0.5133,NA,0.4702,0.3561,-0.4503,0.44653333333333334,1
BRD-K61540796,0.5132,NA,NA,0.4465,-0.4584,0.47985,2
BRD-K02375958,0.5132,NA,NA,0.3877,-0.352,0.45045,2
VU0418947-2,0.5129,0.3898,NA,NA,-0.3524,0.45135000000000003,2
BRD-K98630904-001-01-7,0.5128,NA,0.4281,0.3805,-0.4636,0.4404666666666667,1
Masitinib,0.5128,0.6646,0.4685,0.425,-0.4093,0.517725,0
TRIENTINE HYDROCHLORIDE,0.5128,0.3263,0.4203,0.3451,-0.4248,0.401125,0
SR-2640,0.5128,NA,0.4017,0.3333,-0.4289,0.4159333333333333,1
NORGESTREL,0.5126,NA,0.5051,0.3567,-0.3585,0.45813333333333334,1
Morin,0.5126,NA,0.4498,NA,-0.4214,0.48119999999999996,2
Abexinostat,0.5125,0.3973,0.4677,0.4106,-0.3227,0.447025,0
Resminostat,0.5122,0.3738,0.5562,0.4192,-0.4446,0.46535000000000004,0
BRD-K00409424,0.5122,NA,0.3819,NA,-0.4525,0.44705,2
Rita,0.5121,NA,0.628,NA,-0.5324,0.57005,2
MLS000756415,0.512,NA,0.5012,NA,-0.5251,0.5065999999999999,2
BRD-K55827386,0.5117,NA,0.4785,NA,-0.4772,0.4951,2
Sydowinin B,0.5116,NA,NA,0.3433,-0.3289,0.42745,2
"Triazolothiadiazine, 7",0.5116,NA,0.451,0.3449,-0.326,0.43583333333333335,1
PA-824,0.5115,NA,0.5204,0.5244,-0.4583,0.5187666666666666,1
Sappanone A Trimethyl Ether,0.5113,NA,NA,0.4624,-0.4291,0.48685,2
PF-04449913,0.5112,NA,0.4404,0.3833,-0.4227,0.4449666666666667,1
MLS006011051,0.5112,0.3864,0.5014,0.448,-0.3567,0.46175,0
CHEMBL2139663,0.5111,0.3494,0.5042,NA,-0.3274,0.45489999999999997,1
AZELAIC ACID,0.5109,NA,0.4593,NA,-0.4904,0.4851,2
SCHEMBL15422156,0.5108,0.3695,0.453,0.3789,-0.3353,0.42805000000000004,0
RS-127445,0.5108,NA,0.4578,0.5593,-0.514,0.5093,1
BRD-K90734091,0.5107,NA,0.5058,0.3294,-0.4692,0.4486333333333334,1
BRD-K55816391,0.5106,NA,0.3818,NA,-0.3448,0.44620000000000004,2
BRD-K57064803,0.5106,NA,0.3515,NA,-0.7546,0.43105000000000004,2
Golvatinib (E7050),0.5104,0.5037,0.4472,0.4214,-0.4306,0.470675,0
Vitamin P,0.5103,NA,0.4816,NA,-0.4214,0.49595,2
CHEMBL3187962,0.5099,0.3533,0.4926,NA,-0.3256,0.45193333333333335,1
"8,10-Dimethyl-4-(2-methylphenyl)-3,4-dihydro-1H-pyrido[3',2':4,5]thieno[3,2-e][1,4]diazepine-2,5-dione",0.5098,NA,0.5557,0.328,-0.4318,0.4645,1
Andreson,0.5098,NA,0.4962,0.4421,-0.4323,0.4827,1
CHEMBL2130568,0.5096,0.3506,0.5376,NA,-0.3341,0.46593333333333337,1
H-9,0.5093,NA,NA,0.4631,-0.4144,0.48619999999999997,2
BP-554,0.5093,NA,0.3924,NA,-0.4868,0.45085,2
SA-1457797,0.5092,NA,NA,0.4675,-0.4825,0.48835,2
MOXIDECTIN,0.5092,NA,NA,0.4393,-0.3213,0.47425,2
Torcetrapib,0.5091,NA,0.3696,NA,-0.4098,0.43935,2
NCGC00170564-01,0.5089,NA,NA,0.365,-0.3909,0.43695,2
Methandriol,0.5085,0.3602,0.4999,0.3833,-0.4334,0.437975,0
BRD-K81858524,0.5085,NA,NA,0.3249,-0.586,0.41669999999999996,2
CHEMBL3400874,0.5083,NA,0.392,0.3523,-0.4273,0.4175333333333333,1
AC1NWAJL,0.5082,0.4571,NA,0.3583,-0.3961,0.4412,1
SPECTRUM_000897,0.5082,NA,0.4683,0.3761,-0.4578,0.45086666666666664,1
SMR000024485,0.508,NA,NA,0.3272,-0.4531,0.41759999999999997,2
Catechin Pentabenzoate,0.508,NA,0.4695,0.348,-0.4232,0.4418333333333333,1
"2,2'-Azobis(2-amidinopropane)",0.5079,NA,0.5659,0.3962,-0.4089,0.49,1
MK-5108,0.5079,0.4242,NA,0.4493,-0.4129,0.4604666666666667,1
PF 3845,0.5076,NA,0.4751,0.4996,-0.3276,0.49410000000000004,1
4-(4-Bromophenyl)-2-(methylsulfonyl)thiazole,0.5074,NA,NA,0.417,-0.4366,0.46219999999999994,2
BRD-K64864583,0.5074,NA,0.3396,NA,-0.4174,0.4235,2
BRN 1087718,0.5073,0.4133,0.5164,0.4462,-0.3221,0.4708,0
CHEMBL1617615,0.5072,NA,NA,0.3542,-0.4545,0.43069999999999997,2
"N-(4-Hydroxyphenyl)icosa-5,8,11,14-tetraenamide",0.5072,NA,0.6048,0.3899,-0.4107,0.5006333333333334,1
"L-755,507",0.5072,0.5433,0.4493,0.3686,-0.4703,0.46709999999999996,0
SCHEMBL6668531,0.5071,0.4241,NA,0.3509,-0.3716,0.4273666666666667,1
DR 2313,0.5071,NA,NA,0.4189,-0.3632,0.46299999999999997,2
Broad-Sai-686,0.5071,NA,0.3655,0.356,-0.3847,0.4095333333333333,1
KU-55933,0.5069,0.3338,0.5641,0.6709,-0.3275,0.5189250000000001,0
amlodipine,0.5069,0.5315,NA,0.3978,-0.406,0.47873333333333334,1
AC1LGCD9,0.5068,NA,0.4136,0.4516,-0.3237,0.45733333333333337,1
BAS 01024427,0.5068,NA,0.3878,NA,-0.4456,0.44730000000000003,2
VU0418939-2,0.5068,0.4037,0.362,NA,-0.3218,0.4241666666666667,1
BRD-K71328603,0.5067,NA,0.4834,0.4319,-0.5575,0.47400000000000003,1
Dolastatin 10,0.5067,0.4247,NA,NA,-0.528,0.4657,2
BRD-K81732150,0.5067,NA,0.3673,0.3805,-0.3333,0.4181666666666667,1
BRN 1088760,0.5066,0.4044,0.4789,NA,-0.4128,0.4633,1
SA-1921902,0.5065,0.3625,NA,NA,-0.5468,0.4345,2
CHEMBL2131306,0.5064,0.356,0.3719,NA,-0.8656,0.4114333333333333,1
CHEMBL1892795,0.5064,NA,0.4252,0.3248,-0.3357,0.4188,1
GANT58,0.5063,0.3642,0.4334,0.3414,-0.4128,0.411325,0
CHEMBL2140107,0.5062,NA,0.3772,NA,-0.5736,0.4417,2
CHEMBL1970015,0.5061,NA,0.3916,NA,-0.3818,0.44884999999999997,2
BRD-K05322955,0.5059,NA,NA,0.4367,-0.478,0.4713,2
IN1054,0.5058,NA,0.3723,0.3349,-0.5091,0.4043333333333333,1
AC1N9M1C,0.5057,NA,0.4218,0.36,-0.4178,0.4291666666666667,1
NXY 059,0.5056,NA,NA,0.3769,-0.4887,0.44125000000000003,2
Ziprasidone,0.5055,NA,0.3611,0.3889,-0.4531,0.4185,1
Cycloheximide,0.5055,0.5085,0.3766,0.4886,-0.3322,0.4698,0
SA-427543,0.5055,NA,0.4164,0.4279,-0.4048,0.4499333333333333,1
HSCI1_000191,0.5054,NA,0.4704,NA,-0.3251,0.4879,2
F2704-0009,0.5054,0.3966,NA,0.5104,-0.4444,0.4708,1
Ischemin,0.5053,NA,0.5159,0.4635,-0.4247,0.4949,1
ZINC27645180,0.505,0.3926,0.4767,0.4547,-0.3621,0.45725,0
BRD-K65404805-001-01-6,0.5049,NA,0.4648,NA,-0.5215,0.48485,2
Dexrazoxane,0.5046,0.3493,0.4092,NA,-0.4899,0.42103333333333337,1
BRD-K10211010,0.5046,0.5403,NA,NA,-0.3578,0.5224500000000001,2
MLS003126519,0.5045,0.3627,0.4641,NA,-0.4126,0.44376666666666664,1
BRD-K75368232,0.5045,NA,0.4405,0.3557,-0.554,0.43356666666666666,1
844499-71-4,0.5043,0.3411,0.4996,0.4563,-0.3495,0.450325,0
C21H29NO,0.5042,NA,0.3822,0.3801,-0.4484,0.42216666666666663,1
BRD-K35638681,0.504,NA,0.5081,0.4073,-0.4366,0.47313333333333335,1
"3-(4-Methoxyphenyl)-4-oxo-4H-chromene-5,7-diyl diacetate",0.504,NA,0.431,NA,-0.4614,0.4675,2
AC1NAL7D,0.5038,NA,0.3884,NA,-0.3609,0.44610000000000005,2
ZINC04384996,0.5034,NA,NA,0.358,-0.42,0.43069999999999997,2
Sulfamethoxazole,0.5033,NA,0.4664,NA,-0.4408,0.48485,2
CHEMBL277800,0.5032,NA,0.4806,0.3362,-0.3458,0.44,1
BRD-K87440499,0.5031,NA,0.4419,NA,-0.5279,0.47250000000000003,2
MK 0893,0.5031,NA,0.3667,NA,-0.5715,0.4349,2
BRD-K05686172,0.5031,NA,0.3509,NA,-0.4164,0.427,2
CHEMBL2362080,0.503,0.3885,NA,NA,-0.3595,0.44575,2
Apigenin,0.5029,NA,0.4563,0.382,-0.3494,0.44706666666666667,1
FLUDARABINE PHOSPHATE,0.5029,NA,0.5029,0.3267,-0.4972,0.44416666666666665,1
Mercaptopurine,0.5028,NA,0.4117,NA,-0.3291,0.45725000000000005,2
Cefdinir,0.5028,NA,0.5373,NA,-0.4913,0.52005,2
NU-7026,0.5026,NA,0.6542,0.5654,-0.4205,0.5740666666666667,1
MLS003221416,0.5025,NA,0.4207,NA,-0.3268,0.4616,2
Nizatidine,0.5023,NA,0.5569,0.3864,-0.4397,0.48186666666666667,1
BRD-K85123403,0.5023,NA,0.403,0.3848,-0.4131,0.4300333333333333,1
BRD-K88652561,0.5022,NA,0.3661,NA,-0.3299,0.43415,2
AC1NWAML,0.5022,NA,0.505,0.447,-0.4217,0.48473333333333335,1
Oxindole I,0.5021,NA,0.4015,NA,-0.3489,0.4518,2
Zaprinast,0.502,NA,0.4485,0.3455,-0.5602,0.432,1
KUC103670,0.5019,NA,0.4714,0.3485,-0.4722,0.4406,1
Diclofenac,0.5019,NA,0.4896,0.439,-0.4396,0.47683333333333333,1
Glimepiride,0.5015,NA,0.5791,0.487,-0.3927,0.5225333333333333,1
MK-8245,0.5015,0.7189,0.4666,0.5341,-0.4366,0.555275,0
BRD-K01497006,0.5014,NA,0.4199,NA,-0.4224,0.46065,2
"2-(2,4-Dichlorophenoxy)-n-(4-methyl-2-nitrophenyl)acetamide",0.5013,NA,0.461,NA,-0.3497,0.48114999999999997,2
"4',6-Dihydroxyflavone",0.5011,NA,0.454,0.3319,-0.4717,0.429,1
cortisone-acetate,0.501,0.3887,0.3893,NA,-0.4153,0.42633333333333334,1
Triamcinolone Acetonide,0.5009,NA,0.3753,0.3632,-0.3448,0.41313333333333335,1
SMR000146610,0.5005,NA,0.4713,0.4134,-0.4097,0.46173333333333333,1
Nialamide,0.5004,NA,0.474,0.3487,-0.4691,0.44103333333333333,1
MLS003126520,0.5004,NA,0.3767,0.3718,-0.4225,0.4163,1
SA-1921617,0.5004,NA,0.3624,0.3675,-0.5114,0.41009999999999996,1
BRD-K68319707,0.5003,NA,0.4452,0.378,-0.5614,0.44116666666666665,1
4LY1,0.5002,NA,0.3874,0.4067,-0.3671,0.43143333333333334,1
BRD-K39654705,0.5002,NA,0.4799,0.3808,-0.4555,0.45363333333333333,1
2-(Biphenyl-4-ylsulfonamido)pentanedioic acid,0.4997,NA,0.5857,0.4257,-0.5706,0.5037,1
Erythromycin Ethyl Succinate,0.4996,NA,0.4372,0.5355,-0.526,0.49076666666666663,1
Deferiprone,0.4995,0.3548,0.3989,0.3882,-0.4457,0.41035,0
H0635_SIGMA,0.4994,NA,0.4427,NA,-0.4227,0.47104999999999997,2
Btcp,0.4992,NA,0.4774,NA,-0.3801,0.48829999999999996,2
N6-Methyladenosine,0.4992,NA,0.4582,NA,-0.5336,0.4787,2
CHEMBL3184547,0.4991,0.3567,0.5664,NA,-0.3333,0.4740666666666667,1
Cephaeline,0.4991,NA,0.4025,NA,-0.4114,0.4508,2
MLS000859112,0.4985,NA,0.3763,NA,-0.412,0.4374,2
CHEMBL3184905,0.4985,NA,NA,0.3606,-0.4647,0.42955,2
SA-1938757,0.4982,NA,0.4149,0.4023,-0.4134,0.43846666666666667,1
Eugenol,0.4982,NA,0.4145,0.3702,-0.4305,0.4276333333333333,1
MDL 72832,0.4982,NA,0.6326,0.4324,-0.7475,0.5210666666666667,1
Pirinixic acid,0.4982,NA,0.4564,NA,-0.4222,0.47729999999999995,2
Digoxigenin,0.498,NA,0.4111,0.4614,-0.4752,0.4568333333333333,1
NCGC00025312-01,0.498,NA,0.4646,NA,-0.4721,0.4813,2
Diclofensine (hydrochloride),0.4979,0.515,NA,NA,-0.3674,0.5064500000000001,2
AC480 (BMS-599626),0.4979,0.587,NA,0.3599,-0.3852,0.4816,1
N-[4-Chloro-3-(trifluoromethyl)phenyl]-2-ethoxybenzamide,0.4979,0.3602,0.4223,0.3613,-0.4345,0.41042500000000004,0
Fluticasone Propionate,0.4977,NA,0.4764,0.3902,-0.4154,0.45476666666666665,1
BRD-K67794838,0.4976,NA,NA,0.3309,-0.6862,0.41425,2
Methyldopa,0.4975,NA,0.4771,NA,-0.4266,0.4873,2
PK04_181039,0.4974,NA,0.4538,NA,-0.4345,0.4756,2
BRD-K65395273,0.4974,NA,0.418,NA,-0.5369,0.4577,2
8-Bromo-cgmp,0.4974,NA,0.3721,NA,-0.3564,0.43474999999999997,2
BMS-927711,0.4974,NA,0.4207,0.421,-0.4451,0.4463666666666667,1
4-Ethoxy-n-[3-(phenylamino)quinoxalin-2-yl]benzenesulfonamide,0.4974,NA,0.541,NA,-0.4529,0.5192,2
Everolimus,0.4973,0.4378,0.4482,0.4841,-0.4282,0.46685,0
Docetaxel Intermediate,0.4972,0.3485,NA,0.3355,-0.4489,0.3937333333333333,1
Cilnidipine,0.4971,0.3301,0.4543,0.3358,-0.3309,0.404325,0
Spiperone,0.497,NA,0.4966,0.5159,-0.4131,0.5031666666666667,1
CHEMBL2360506,0.4968,0.3822,0.3723,NA,-0.3593,0.4171,1
SAQUINAVIR MESYLATE,0.4963,0.3586,0.4414,0.4669,-0.4907,0.44079999999999997,0
CHEMBL2137269,0.4963,0.3999,0.3997,NA,-0.3446,0.43196666666666667,1
MEGXP0_001964,0.4962,NA,0.5597,0.4531,-0.4524,0.503,1
BRD-A81936046,0.4961,NA,0.5235,0.5399,-0.4361,0.5198333333333334,1
CHEMBL2355513,0.496,0.4079,0.487,NA,-0.409,0.46363333333333334,1
"5-(Z)-7-(4-o-hydroxyphenyl-2-trifluoromethyl-1,3 dioxan-cis-5-yl)heptenoic acid",0.496,NA,0.3925,0.3635,-0.6161,0.41733333333333333,1
RO 90-7501,0.4959,NA,0.4821,0.466,-0.365,0.48133333333333334,1
BRD-K12189280,0.4957,NA,0.3802,NA,-0.5597,0.43794999999999995,2
CHEMBL2130971,0.4954,NA,0.4629,NA,-0.3645,0.47914999999999996,2
DUP-697,0.4954,0.3336,0.4309,0.4075,-0.5182,0.41685,0
CHEMBL3400875,0.4953,NA,0.4678,0.338,-0.4694,0.43370000000000003,1
PKC Beta Inhibitor,0.4953,NA,0.33,0.3526,-0.4222,0.39263333333333333,1
Enrofloxacin,0.495,NA,0.4936,0.5516,-0.3997,0.5134,1
SA-97378,0.495,NA,NA,0.3944,-0.5304,0.4447,2
Progesterone,0.4946,0.3871,0.4317,0.3422,-0.3425,0.4139,0
BRD-K70711508,0.4946,NA,0.4861,0.5293,-0.412,0.5033333333333333,1
(3-Chlorophenyl)[4-(7-chloroquinolin-4-yl)piperazin-1-yl]methanone,0.4946,NA,0.4042,0.461,-0.4971,0.45326666666666665,1
MLS003337116,0.4944,NA,0.4426,0.3785,-0.5418,0.4385,1
CHEMBL2359886,0.4944,NA,0.431,0.4854,-0.5908,0.47026666666666667,1
Fenbufen,0.4939,NA,0.4387,NA,-0.4246,0.4663,2
MLS000860958,0.4939,NA,0.4762,0.4086,-0.4381,0.4595666666666667,1
Chenodeoxycholic Acid,0.4939,0.4129,0.4127,0.4225,-0.6761,0.4355,0
BRD-K12441425,0.4936,NA,0.3233,NA,-0.4833,0.40845,2
PK04_130213,0.4936,NA,0.394,0.4907,-0.4245,0.45943333333333336,1
MLS-0258268.0001,0.4932,0.3693,0.3814,0.5172,-0.5126,0.440275,0
BAS 00631343,0.4931,0.6786,0.3708,NA,-0.5046,0.5141666666666667,1
