compound,similarity,fda_status,threshold,disease,file
MLS003153124,-0.9229,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
4-(Trans-4-butylcyclohexyl)benzoic acid,-0.9226,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MW-STK33-97,-0.9226,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K03957451,-0.9225,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
PE(15:0/20:0),-0.9224,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Mead Ethanolamide,-0.9224,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K59549646,-0.9222,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K37552925,-0.9221,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K88318034,-0.9221,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Ciclopirox,-0.922,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Ofloxacin,-0.922,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
ARN-509,-0.9219,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Thiothixene,-0.9217,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K96403486,-0.9216,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Chlorthalidone,-0.9215,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K75381775,-0.9215,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
LY2157299,-0.9214,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
6Alpha-fluorotestosterone,-0.9214,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
856437-59-7,-0.9213,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SPECTRUM_000011,-0.9212,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BG-1006,-0.9212,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K01121544,-0.921,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Fluoropyruvate,-0.9209,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Ritanserin,-0.9208,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Altanserin,-0.9208,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2360650,-0.9208,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"2,3',4,5'-Tetramethoxystilbene",-0.9207,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Seocalcitol,-0.9206,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Apigenin Triacetate,-0.9206,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SUGA1_016079,-0.9205,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Cytisine,-0.9205,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS003130320,-0.9204,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL1173694,-0.9204,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Pralatrexate,-0.9204,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
E-3810,-0.9203,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
LY2334737,-0.9203,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Benzylpenicillin,-0.9203,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Ibutamoren (Mesylate),-0.9202,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Zolpidem,-0.9202,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AG490,-0.9201,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MK 0893,-0.92,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL1242477,-0.92,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K95482240,-0.92,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K20810283,-0.92,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K51877340,-0.9199,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
D-64406,-0.9198,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
PF-04691502,-0.9194,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SA-424589,-0.9193,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K01312966,-0.919,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Avrainvillamide Analog 5,-0.919,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K63325940-001-01-1,-0.919,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
YM-298198,-0.9189,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K23958338,-0.9189,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K83068825,-0.9188,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Flunisolide,-0.9187,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
83002-04-4,-0.9186,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Alprostadil,-0.9185,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Isocarboxazid,-0.9185,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS002264476,-0.9184,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
172516-41-5,-0.9184,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
TCB2,-0.9183,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K27218697-001-01-8,-0.9183,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K07922534,-0.9182,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Seneciphylline,-0.9182,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
N-(3-Acetamidophenyl)-3-chlorobenzamide,-0.9182,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K93971021,-0.9182,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Nevirapine,-0.9179,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-A15501135,-0.9178,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SMR001318077,-0.9177,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Papaverine,-0.9177,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
GSK-319347A,-0.9176,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Bntx,-0.9176,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
UNC0638,-0.9176,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CEP-701,-0.9175,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SB-366791,-0.9174,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
NSC119236,-0.9174,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Levetiracetam,-0.9173,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AC1O1EQ5,-0.9173,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K80779790,-0.9172,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K65465954,-0.9171,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Syrosingopine,-0.9171,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
RG2833 (RGFP109),-0.917,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BG-1029,-0.9168,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
PD-98059,-0.9168,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SA-89705,-0.9167,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"1,2,3,4,5,6-Hexabromocyclohexane",-0.9167,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SAQUINAVIR MESYLATE,-0.9167,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
L 655240,-0.9167,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Ganetespib (STA-9090),-0.9167,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
F0919-7914,-0.9166,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
ETOPOSIDE,-0.9165,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Dienogest,-0.9165,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Cnqx,-0.9165,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
LY 278584,-0.9164,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K95285735,-0.9163,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SJ 172550,-0.9162,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K00199686,-0.9161,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
F1298-0937,-0.916,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2354402,-0.9159,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS000680027,-0.9159,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K38733341,-0.9159,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
ZIDOVUDINE [AZT],-0.9157,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K92666980,-0.9157,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL3186688,-0.9157,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
2-Chloro-n-(1-phenyl-3-propyl-1H-pyrazol-5-yl)acetamide,-0.9156,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
ALD1-H_001009,-0.9156,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K16227029,-0.9155,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Dienestrol,-0.9155,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Androstenol,-0.9155,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AC1MCK4S,-0.9155,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Tyrphostin AG 126,-0.9154,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K97196700,-0.9154,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Ilomastat,-0.9154,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K72516992,-0.9154,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS003448149,-0.9154,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Reboxetine mesylate,-0.9154,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"15-Benzyl-4-cyclopropylmethyl-10,17-dihydroxy-(1S,13R,15R,17S)-12-oxa-4-azapentacyclo[9.6.1.01,13.05,17.07,18]octadeca-7,9,11(18)-trien-14-one",-0.9153,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"Carbazole, 9-(4-methylbenzoyl)-",-0.9152,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL3181907,-0.9152,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
ST50920250,-0.915,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Rufinamide,-0.9149,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL453376,-0.9147,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K09404347-001-01-0,-0.9147,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
APD668,-0.9147,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K19054197,-0.9147,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Tioconazole,-0.9146,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2357005,-0.9145,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AC1O52XK,-0.9143,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Clomipramine,-0.9142,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Enoxolone,-0.9142,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K76381171,-0.914,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K43683841,-0.914,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K84976438,-0.914,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Simeprevir,-0.914,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Iohexol,-0.9139,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Epibatidine,-0.9139,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"Temsirolimus (CCI-779, NSC 683864)",-0.9139,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Lofexidine,-0.9138,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K73942053,-0.9137,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
ANISODAMINE HYDROBROMIDE,-0.9137,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
NVP-BHG712,-0.9136,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SCHEMBL2559280,-0.9136,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Rebamipide,-0.9135,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K34462187,-0.9135,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL475341,-0.9134,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
VU0165202-4,-0.9134,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Veratridine,-0.9133,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS-0390851.0001,-0.9132,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS002232305,-0.9132,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Prostoglandin B2,-0.9131,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Dihomo-Gamma-Linolenic acid,-0.913,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
GSK-923295,-0.9129,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
STK249718,-0.9129,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2132570,-0.9129,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SC-514,-0.9128,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-A68202111,-0.9128,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
STK009254,-0.9127,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BG-1027,-0.9126,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Cyclosporin A,-0.9126,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
LY2784544,-0.9126,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SA-85290,-0.9126,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Salicin,-0.9126,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Cercosporin,-0.9124,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Ipratropium,-0.9124,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Topiroxostat,-0.9123,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Lonafarnib,-0.9122,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SA-85377,-0.9122,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Alfaxalone,-0.9122,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Benzoic acid,-0.9121,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SC 19220,-0.9121,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K42361507,-0.9121,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SA-1456220,-0.912,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K72381041,-0.912,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Deguelin,-0.912,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SCHEMBL16892136,-0.9119,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
CHEMBL2140299,-0.9118,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
"N-(3-Cyano-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)-2-{[3-cyano-6-(thiophen-2-yl)pyridin-2-yl]sulfanyl}acetamide",-0.9117,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K65437607,-0.9117,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
OTSSP167,-0.9116,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
KBIO3_000694,-0.9115,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K26682747,-0.9115,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SA-1456102,-0.9114,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Mepireserpate,-0.9112,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Imipramine,-0.9111,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Acipimox,-0.911,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Deforolimus,-0.911,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
nimodipine,-0.911,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Pyrazinamide,-0.9109,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Propylthiouracil,-0.9109,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS-0351065.0001,-0.9109,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS000107144,-0.9108,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Estrone Sulfuric acid,-0.9107,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K59176197,-0.9107,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
AC1O9CRC,-0.9107,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Methapyrilene,-0.9106,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
Erythromycin Ethylsuccinate,-0.9105,fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K16897811,-0.9104,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
SUGA1_010488,-0.9104,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
MLS000682490,-0.9103,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K72827150,-0.9103,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K26277326,-0.9103,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
BRD-K27803932,-0.9102,non_fda,1,dA549_2,data/disease/dA549_2/consensus/A549-10uM-24h/dA549_2-1-consensus.tsv
